timestamp,ingested_at,source_api,source_name,url,headline,summary,sector,ticker,entities,sentiment,sentiment_label,macro_tag,market_impact_score
2026-05-06T14:38:06.000000Z,2026-05-06T14:49:43.220177Z,marketaux,seekingalpha.com,https://seekingalpha.com/article/4899283-enerpac-tool-group-a-bright-future-does-not-mean-a-great-investment,Enerpac Tool Group: A Bright Future Does Not Mean A Great Investment (NYSE:EPAC),Enerpac Tool Group stock stays a,macro,EPAC,"[""EPAC""]",0.2481,positive,,
2026-05-06T14:29:25.000000Z,2026-05-06T14:49:43.220251Z,marketaux,manilatimes.net,https://www.manilatimes.net/2026/05/06/tmt-newswire/globenewswire/cn-presents-the-2025-safe-handling-award-to-194-rail-shippers/2337390,CN Presents the 2025 Safe Handling Award to 194 Rail Shippers,"MONTREAL, May 06, 2026 (GLOBE NEWSWIRE) -- CN (TSX: CNR) (NYSE: CNI) today announced the winners of its 2025 Safe Handling Award, recognizing customers who demonstrate excellence in the safe loading and transportation of regulated products by rail.",macro,CC,"[""ANDE"", ""MEOH"", ""CHSCP"", ""CHSCO"", ""CHSCM"", ""CHSCL"", ""CHSCN"", ""AA"", ""CVX"", ""MPC"", ""NUE"", ""CC"", ""CVE"", ""SCL"", ""DEO"", ""ECL"", ""KMI""]",0.4870611666694633,positive,,
2026-05-06T14:26:28.000000Z,2026-05-06T14:49:43.220286Z,marketaux,seekingalpha.com,https://seekingalpha.com/article/4899274-meta-im-not-buying-the-post-earnings-dip,Meta: I'm Not Buying The Post-Earnings Dip (NASDAQ:META),"Meta (META) gets a Sell rating as AI CapEx surges, margins compress, and FCF risks rise.",equities,META,"[""META""]",0.0,neutral,earnings,
2026-05-06T14:42:41Z,2026-05-06T14:49:43.571501Z,finnhub,CNBC,https://www.cnbc.com/2026/05/06/berkshire-hathaway-mclane-autonomous-freight-trucking-aurora.html,Berkshire-owned distribution giant to deploy driverless big rigs across U.S. Sun Belt,"Berkshire Hathaway-owned McLane, one of America's biggest distribution companies, is deploying self-driving big rigs with Aurora for its restaurants business.",macro,,[],,,,
2026-05-06T13:15:36Z,2026-05-06T14:49:43.571541Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMinAFBVV95cUxOVDNKM3paNGhVSDBIQUQzZjQ0NnBvQlJpZUtGdDZnY1VTdXdtbnc3VDZDNW4xaDNPM2t6VUl1b01DWnRGZ1N6azVDXzdOcGZrVUxBU3FsSVVNaEhXOEVxNHlVVnp4eWhhakhXLXhpTDlaZHd3V1ZtTmxjRnk2NjJKMmh1MFdyTy03RDRfSTVlaEtOZGsycF85dTdSWDA?oc=5,Gold climbs to more than one-week high on US-Iran peace deal hopes - Reuters,Gold climbs to more than one-week high on US-Iran peace deal hopes  Reuters,macro,,[],,,,
2026-05-06T13:03:12Z,2026-05-06T14:49:43.571569Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMinAFBVV95cUxPM2IwVlNkTldxSHk5VmRFYWtaVTdIOEJLeWU5RTJka1prZTBMbllzQWwyMVdwRU90eHhLeVNUZkdIZWZ6ZHdacnM5VUVMMzNLall0M2swb0RMWFAxZ2RGaWYxR3ZGTmdxSFhNODdWUzlXNlc4bTRNSWVCS0VCWk5hNDEydjhCeDEyMEVBWVZKcnB1UUpRa2pTMW5vVWo?oc=5,CMA CGM vessel attacked in Strait of Hormuz as shipping halted by US-Iran war - Reuters,CMA CGM vessel attacked in Strait of Hormuz as shipping halted by US-Iran war  Reuters,macro,,[],,,,
2026-05-06T12:26:21Z,2026-05-06T14:49:43.571594Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMinwFBVV95cUxPYy04enE2RGhod3NneGVSTEo4STVXQThRT1FlQmE3YlpZSWtFejhyWHJwTnZEczB1VzVjWmdyRXpfZXFQRFYyUlR0WXBOWkludjExaV9YVWFOQlhJOHJrSndhdVZQZlVCMjMtbUp1bDFzOUhaN1NfVlFZTlhDeGY5b2hwcHRYQldpZUs2SkxjSVZIbzhjVGpOOFc5TERvNzA?oc=5,"US and Iran closing in on memo to end war, sources say - Reuters","US and Iran closing in on memo to end war, sources say  Reuters",macro,,[],,,,
2026-05-06T10:17:25Z,2026-05-06T14:49:43.571620Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPM2RoZWFUQlVyWElqZ0g3RmFERGNBRlg5c3h6OWpXejFKOVBaOU1wZER2cUNvUHZVQzRlbE8wZGNSQjhQTklsS2JRVzFOXzN2bnRyUjNTOERKLXVuQnF0V2duOWRuVWg4aEdsUkdTLXVsRmIzSWY2QXRIRVB0T19KUEdISDM0WUN4QUJOX0tXUzZETTVGdS1iZjdUbmRDdHZ2eDFZbDRfSms?oc=5,"Indian shares climb on Iran peace deal hopes, government credit guarantee - Reuters","Indian shares climb on Iran peace deal hopes, government credit guarantee  Reuters",equities,,[],,,,
2026-05-06T10:14:27Z,2026-05-06T14:49:43.571648Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNN21CZm5QZjQwblp4bExid3JzM2xOVXlIRWoycmtMSER3alEzRHNWQW1SdnJoR1labjdyaEFLMmRhRWUzaFZrU2t1RU9McDBTazJ4Vzk0d2VnR2JtOHlrbVBSU0xEQXphRzFlUFhfZWZqU2dSMllqUWU5T0UwYXEwV2FERWZWQWxaazhaOFZ4d09qbTZ2bVpUb0FNQ0p0V1hzUzVrTXRlTVVKUEtrTm5yMzQ0UklDendBalhQTXBrdjE?oc=5,"Exclusive: Iran conflict may have motivated Trump dinner shooting suspect, US intelligence report finds - Reuters","Exclusive: Iran conflict may have motivated Trump dinner shooting suspect, US intelligence report finds  Reuters",macro,,[],,,,
2026-05-06T09:54:52Z,2026-05-06T14:49:43.571672Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMivwFBVV95cUxOSC1BVllvVGxQMU92TjdJWHBQNGR3Mnp3RmluRmMwRE5EcmU3aDFacXRfbWRJQjJjTUtXNVFjX1R4M2MwaWltazd2RWhFN2phTV9vU2JHSDkyRXZtc0xOd2FxYzUzMUVuX0xhUFgtM1N6R0ZqeHM0OEt3bkJFMXRENllkN282X0hoUkptRWYxa0loVjJqZzljeHNSVmdsV2VDbzRrTlpNMmgwaDV3WEdiUklQcFRoMldLazVJRTVCQQ?oc=5,Stocks and bonds rally after Axios reports US Iran closing in on deal - Reuters,Stocks and bonds rally after Axios reports US Iran closing in on deal  Reuters,equities,,[],,,,
