timestamp,ingested_at,source_api,source_name,url,headline,summary,sector,ticker,entities,sentiment,sentiment_label,macro_tag,market_impact_score
2026-05-06T09:50:38Z,2026-05-06T14:49:43.571698Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPYmQ2ZFhwbk4tQUp4ei1Yc2RQVVQ0ZHBpa19vQ2E5Ykh4ZHZFa09TNGpBQ2U0YTE3NU9TR1gzbTB4RFJ3WWhyWEo5amN6b2FjejRmTTdBYU1aU3o5Q3phandCaUl0Y0dTcmh1dGlLdXNrNmJxUnRmUXdOTGFMeFl3b0dOUVNyQ3dD?oc=5,Iran's 'Trump' card - Reuters,Iran's 'Trump' card  Reuters,macro,,[],,,,
2026-05-06T09:48:16Z,2026-05-06T14:49:43.571724Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMiugFBVV95cUxQTUNaSDhtcHVHQmhDZFoxUS1UZWRKTFR2R1AyNm5vU0N4dmVwVzJQZ3pJcVZlOVgwUXZQcXY5Zk9XOWJfQVpiV3VJalNIX0hPOEJlOEVncHduQnFIbUUtVlJ1TUJzN2owUXBtYjhRSDd0OHRfZ2JhWVhua2xVTktYWlZBMkZMRUpKNWF1eUt3UWxHdEpBcHBfaHpNTUh5RldjdDVUclRPYjNueU9pY3VheHBRV0hGS2ZOUlE?oc=5,"Pakistani source confirms US, Iran closing in on one-page memo to end war - Reuters","Pakistani source confirms US, Iran closing in on one-page memo to end war  Reuters",macro,,[],,,,
2026-05-06T09:35:19Z,2026-05-06T14:49:43.571749Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOUHNJTHhoVmFfcWpPdGF3TGhuT0pTSk54dkNBXzZtRnN0bDNMOEZTZDVxS0d3eHYyaFA1RWVfODNBWWU0T3lkSFlEY21Ob2pXZHNNRkNqTVdfMk1UMFZRVVduYlAxdmR6Q3hEWlppRUpGaFJ1elB0SEVaV0hCS3ZHWTdqNnI3aGtmQXJXbm5JODJOZ1lDckRxY01jUDFoZW9tRlFWSzR0eDU?oc=5,"US and Iran closing in on one-page memo to end war, Axios reports - Reuters","US and Iran closing in on one-page memo to end war, Axios reports  Reuters",macro,,[],,,,
2026-05-06T06:12:37Z,2026-05-06T14:49:43.571775Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMiygFBVV95cUxQeHdYSlJha1dHY0pUdXlHQ2J3b1IzZnJwMVdvWE8wbTNFMkVRTy1xR0taUXVtbVlvejRGWnNKdVdReXQ3WURITHdtbkREcDhhMUFrS2RHTUhqYnd2cHkxSGpLVWdJZVpKTE9fWDJEZ2kxUFBXeDJtaTRxQ1E0dG1waWlFdzBJQ3JSbVdjS19DeTRTTXkwRW1tc1Jpb3pDM1lzRjlFUXJUSUVmVlpBS01vcVBzclVzX3lXd2VjOGszZElfR2tiQzZlNmNB?oc=5,Iranian FA chief says FIFA guarantees over IRGC respect essential for World Cup trip - Reuters,Iranian FA chief says FIFA guarantees over IRGC respect essential for World Cup trip  Reuters,macro,,[],,,,
2026-05-06T05:46:00Z,2026-05-06T14:49:43.571805Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMitgFBVV95cUxNMC1Gb2xzRko2R1gzanlrT2d3R01DNzlQdGpLVW1kMkVKWTRvczhtWjNwaVJ4ZW1DcjNKeHNZS0RTd2FidlZYcEctVkJOZk94OXNOcTdaN19lSDZMTGptRnhHczNFVU4tdG53Rmd2WUU5T0p1TUQ4V3NoSWFyY2NBOTR6aWlyM0hkT3NHWks3LWRhMmF1WnVIS2pubXkwOWk4LTQtV2pUZHlzUXB1S2wtMU5kTXhkQQ?oc=5,US to close consulate in Pakistan's Peshawar citing safety concerns - Reuters,US to close consulate in Pakistan's Peshawar citing safety concerns  Reuters,macro,,[],,,,
2026-05-06T03:18:00Z,2026-05-06T14:49:43.571832Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMivwFBVV95cUxPb0VDMHNmUDVwaE91azZpc0U3TjIzTTZQTDExSFh3X2NfNEpCZ0NEeGxtUVJrM29WN2dzRUlUNEhsLWd5eUVJclFMT2hfcTF1cTIxdkREeGVaM3NJXzltTzRjQ09xaXRhaE5mbzN6Uk1UYlFNMmxveGNxSUtSYmNjVG9lM1dYMGh0bzhvRk5rNFJyc1dKdURva21GMDJ1WkNDTU9GVHFhclFOQjRVdm9vYTI2dDBnR0hPNlJpRnNoZw?oc=5,Iran foreign minister meets Chinese counterpart a week before Trump's Beijing trip - Reuters,Iran foreign minister meets Chinese counterpart a week before Trump's Beijing trip  Reuters,macro,,[],,,,
2026-05-06T03:05:00Z,2026-05-06T14:49:43.571857Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMiywFBVV95cUxPbkRMTWw2dllUdE9aSW11QzdMRlVGcVgtbkVLeF94RWpzbXB6QTA3RjRiTGlrRGNOcFdiUERYV0lFd1FEb2FJUGJLZFVabnptQnhzbTRkblZmWm1HdEJuWl9JXy1BcktmemFnTGJxaEdTak5ySHgzZF9pMlM1TnZCZEw2aHpEZ1NpQ1U5RFJTSDBUSmxkVHRPM0twZzQ0VzFHbWptQmtpSDJUallKVjhjM3h4dzZqS2JSQXVqLWtoXzNjYXp2Zkk1Y01BTQ?oc=5,"Iran war gives small boost to thermal coal, further gains possible - Reuters","Iran war gives small boost to thermal coal, further gains possible  Reuters",macro,,[],,,,
2026-05-06T01:36:00Z,2026-05-06T14:49:43.571880Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMie0FVX3lxTFBMUXNraHJ0ejVzeWFieVhqRWRmZE5VQU55TC1PaGdKeHlrNFVOY0k3NE9hRUE1dWlBVkhTN045TVZHYWxOZnFWWDhRdzQ0MnBFZFhnNEJtel9aZ2J3R2FOalAyeFUyMXh5bVZoYzUxRmFhdHBuSEtWMEktcw?oc=5,Stocks gain and oil slides after Iran peace deal report - Reuters,Stocks gain and oil slides after Iran peace deal report  Reuters,energy,,[],,,,
2026-05-06T01:01:00Z,2026-05-06T14:49:43.571906Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMioAFBVV95cUxNaVNWSGx0a2YxMGZVQjAxMDNDSUxsaXFsMWU4Z1VGNDJWRmRyMkxaUzZjczVBOUVxcjI0Wkdib3FoWUNwRkJyZG1YWjVSSFlQamZXSlNRT0R5WE12eWUtTWVqbngxQktFSnRxel80ZzUtMG1DaWxLM0RJVEFLSUoyUkNsUEh2ZHJFazljbVRpc0djd2M0Q1VWTHlVRkxOekhU?oc=5,Dollar drops as optimism grows for US-Iran deal; yen surge ignites intervention chatter - Reuters,Dollar drops as optimism grows for US-Iran deal; yen surge ignites intervention chatter  Reuters,macro,,[],,,,
2026-05-06T14:10:20Z,2026-05-06T14:49:44.239476Z,finnhub,Forexlive,https://investinglive.com/news/iran-update-conflicting-messages-from-israel-france-says-they-can-make-the-hormuz-safe-20260506/,Iran update: Conflicting messages from Israel. France says they can make the Hormuz safe.,"<p>On peace negotiations, reaction from Israel is conflicting:</p><ul><li> Israel was reportedly unaware that the US was nearing a deal with Iran</li><li>had been preparing for an escalation.</li><li>Israel security/military officials reportedly believe negotiations are a waste of time and conveyed to the US a desire to resume attacks on Iran.</li><li>However, in recent hours Israel PM Netanyahu has been holding consultations following the development, and is in contact with the senior governmen",macro,,[],,,,
2026-05-06T14:00:00Z,2026-05-06T14:49:44.916406Z,finnhub,Cointelegraph,https://cointelegraph.com/news/opentrade-17-million-raise-stablecoin-yield-ceo-regulation?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,OpenTrade raises $17M as CEO sees stablecoin yield tailwinds,"OpenTrade raised $17 million to expand its stablecoin yield platform, bringing total funding above $30 million as it scales stablecoin yield infrastructure for global clients.",macro,,[],,,,
2026-05-06T13:47:13Z,2026-05-06T14:49:44.916443Z,finnhub,Cointelegraph,https://cointelegraph.com/features/why-stablecoins-swift-may-have-coexist?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Why stablecoins and SWIFT may have to coexist,"Remittance firms are using crypto to bypass parts of traditional settlement infrastructure, but this does not mean SWIFT is disappearing.",macro,,[],,,,
2026-05-06T13:20:50Z,2026-05-06T14:49:44.916468Z,finnhub,Cointelegraph,https://cointelegraph.com/news/samsung-sds-to-build-token-securities-platform-for-korea-securities-depository?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Samsung SDS wins deal to build South Korea’s blockchain securities system: Report,"The Korea Securities Depository platform is expected to go live by February 2027, aligning with South Korea’s incoming security token framework.",crypto,,[],,,regulation,
2026-05-06T13:19:17Z,2026-05-06T14:49:44.916495Z,finnhub,CoinDesk,https://www.coindesk.com/coindesk-indices/2026/05/06/coindesk-20-performance-update-index-jumps-2-5-continuing-higher,"CoinDesk 20 performance update: Index jumps 2.5%, continuing higher",,macro,,[],,,,
2026-05-06T13:17:53Z,2026-05-06T14:49:44.916526Z,finnhub,Cointelegraph,https://cointelegraph.com/markets/zcash-price-eyes-40-rally-as-27b-hedge-fund-reveals-significant-position-in-zec?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Zcash price may hit $800 as $2.7B hedge fund reveals ‘significant position’ in ZEC,"Robinhood’s ZEC listing, easing US–Iran tensions and a shrinking liquid supply of tokens are further strengthening the bullish outlook for Zcash in the coming weeks.",macro,,[],,,,
2026-05-06T13:13:03Z,2026-05-06T14:49:44.916552Z,finnhub,CoinDesk,https://www.coindesk.com/business/2026/05/06/opentrade-raises-usd17-million-to-expand-stablecoin-yield-infrastructure,OpenTrade raises $17 million to connect stablecoins to real-world assets,,macro,,[],,,,
2026-05-06T13:07:15Z,2026-05-06T14:49:44.916577Z,finnhub,CoinDesk,https://www.coindesk.com/markets/2026/05/06/memecoin-trades-carry-rare-seven-leg-parlay-odds-bonk-s-nom-says-at-consensus,"Memecoin trades carry rare 'seven-leg' parlay odds, BONK's Nom says at Consensus",,macro,,[],,,,
2026-05-06T12:56:45Z,2026-05-06T14:49:44.916594Z,finnhub,CoinDesk,https://www.coindesk.com/tech/2026/05/06/colombia-wants-to-mine-bitcoin-with-surplus-renewable-energy,Colombia wants to mine bitcoin with surplus renewable energy,,crypto,,[],,,,
2026-05-06T12:53:44Z,2026-05-06T14:49:44.916611Z,finnhub,CoinDesk,https://www.coindesk.com/markets/2026/05/06/zcash-bets-turn-into-second-largest-liquidations-behind-bitcoin-as-zec-rockets-30,Zcash bets turn into second-largest liquidations behind bitcoin as ZEC rockets 30%,,crypto,,[],,,regulation,
2026-05-06T12:51:53Z,2026-05-06T14:49:44.916635Z,finnhub,Cointelegraph,https://cointelegraph.com/news/bubblemaps-flags-mystery-over-90-wallet-launch-sniping-cluster?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Bubblemaps flags MYSTERY token over 90-wallet launch sniping cluster,"Bubblemaps said it identified a large wallet cluster that accumulated 90% of the Mystery token’s supply at launch, raising concerns around the token’s distribution.",macro,,[],,,,
2026-05-06T12:39:37Z,2026-05-06T14:49:44.916652Z,finnhub,CoinDesk,https://www.coindesk.com/markets/2026/05/06/morgan-stanley-brings-crypto-trading-with-lower-fees-than-rivals,Morgan Stanley brings crypto trading with lower fees than rivals,,crypto,,[],,,,
2026-05-06T12:29:44Z,2026-05-06T14:49:44.916677Z,finnhub,Cointelegraph,https://cointelegraph.com/news/linea-contributes-zk-rollup-stack-to-linux-foundation-open-source-group?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Linea contributes ZK rollup stack to Linux Foundation open-source group,"Linea Consortium board director Declan Fox said the move gives its technology a neutral, foundation-governed home.",macro,,[],,,,
2026-05-06T12:18:00Z,2026-05-06T14:49:44.916707Z,finnhub,CoinDesk,https://www.coindesk.com/markets/2026/05/06/bullish-s-equiniti-deal-could-remake-it-into-a-tokenization-powerhouse-analysts-say,"Bullish’s Equiniti deal could remake it into a tokenization powerhouse, Clear Street says",,macro,,[],,,,
2026-05-06T12:10:38Z,2026-05-06T14:49:44.916724Z,finnhub,Cointelegraph,https://cointelegraph.com/markets/bitcoins-sth-cost-basis-suggests-92k-is-the-next-stop-for-btc-price?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Bitcoin short-term holder cost basis eyes $92K as next price target,"Bitcoin’s onchain data suggests that the upside may not be over for BTC price, but resistance at $84,000 could delay the recovery.",crypto,,[],,,,
2026-05-06T12:03:39Z,2026-05-06T14:49:44.916739Z,finnhub,Cointelegraph,https://cointelegraph.com/news/coinbase-sued-for-withholding-frozen-crypto-linked-to-55m-defi-saver-hack?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Coinbase faces lawsuit over frozen funds from $55M crypto theft,The plaintiff says Coinbase froze traceable assets from a 2024 DAI phishing theft but refused to return them without a court order.,crypto,,[],,,regulation,
2026-05-06T11:40:49Z,2026-05-06T14:49:44.916756Z,finnhub,Cointelegraph,https://cointelegraph.com/news/cme-group-to-launch-regulated-bitcoin-volatility-futures?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,CME Group to launch regulated Bitcoin volatility futures,"CME to launch CFTC‑regulated Bitcoin Volatility futures in June, giving institutions an onshore way to trade implied BTC volatility.",crypto,,[],,,,
2026-05-06T11:31:20Z,2026-05-06T14:49:44.916772Z,finnhub,CoinDesk,https://www.coindesk.com/daybook-us/2026/05/06/crypto-daily,DeFi's stress test ends quietly. Nothing broke.,,crypto,,[],,,,
2026-05-06T11:21:45Z,2026-05-06T14:49:44.916794Z,finnhub,CoinDesk,https://www.coindesk.com/business/2026/05/06/wall-street-is-finally-coming-to-crypto-but-on-its-own-terms,From 'what' to 'how': Robinhood and Bitstamp say banks are ready to build on-chain,,banking,,[],,,,
2026-05-06T11:20:30Z,2026-05-06T14:49:44.916811Z,finnhub,Cointelegraph,https://cointelegraph.com/markets/bitcoin-can-crash-to-50k-if-most-critical-bear-market-test-fails-analysis?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Bitcoin can crash to $50K if 'most critical' bear market test fails: Analysis,"Bitcoin price analysis saw $84,000 as bulls' ""most critical"" reclaim target as the risk of new $50,000 lows returned to the radar.",crypto,,[],,,,
2026-05-06T11:05:01Z,2026-05-06T14:49:44.916835Z,finnhub,CoinDesk,https://www.coindesk.com/markets/2026/05/06/multicoin-goes-big-on-zcash-as-privacy-trade-returns,Multicoin goes big on zcash as privacy trade returns,,macro,,[],,,,
2026-05-06T11:00:00Z,2026-05-06T14:49:44.916865Z,finnhub,Cointelegraph,https://cointelegraph.com/press-releases/worlds-first-live-map-of-token-concentration-insightx-launches-atlas-live?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,World’s first live map of token concentration: InsightX launches Atlas Live,A new era of on-chain trading transparency. Atlas Live enables traders to analyze token concentration and spot potential rug pulls. Now in real time.,macro,,[],,,,
2026-05-06T10:40:09Z,2026-05-06T14:49:44.916882Z,finnhub,Cointelegraph,https://cointelegraph.com/news/bitcoin-etfs-1-billion-inflows-btc-surge-past-80k?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Bitcoin ETFs add nearly $1B as BTC surges past $80K in multi-day rally,"US spot Bitcoin ETFs posted $999 million in inflows over two trading days as Bitcoin moved back above $80,000.",crypto,,[],,,,
2026-05-06T10:25:43Z,2026-05-06T14:49:44.916898Z,finnhub,CoinDesk,https://www.coindesk.com/markets/2026/05/06/bitcoin-holds-gains-while-zec-and-dash-post-double-digit-rallies,"Bitcoin moves above $82,000 while ZEC and DASH post double-digit rallies",,crypto,,[],,,,
2026-05-06T10:15:42Z,2026-05-06T14:49:44.916915Z,finnhub,Cointelegraph,https://cointelegraph.com/news/okx-card-data-shows-crypto-is-paying-for-everyday-life-in-europe?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,OKX Card data shows crypto is paying for everyday life in Europe,"OKX Card data shows most crypto spending in Europe is on groceries and dining, signaling growing everyday use over luxury purchases.",crypto,,[],,,,
2026-05-06T09:26:02Z,2026-05-06T14:49:44.916932Z,finnhub,CoinDesk,https://www.coindesk.com/markets/2026/05/06/bitcoin-nasdaq-futures-rally-as-oil-crashes-6-on-iran-peace-deal-hopes,"Bitcoin approaches $82,000 as oil crashes 6% on fresh Iran peace deal hopes",,crypto,,[],,,,
2026-05-06T09:00:00Z,2026-05-06T14:49:44.916949Z,finnhub,CoinDesk,https://www.coindesk.com/business/2026/05/06/blockchain-com-launches-snapmarkets-as-prediction-markets-move-into-faster-crypto-bets,Blockchain.com launches SnapMarkets as prediction markets move into faster crypto bets,,crypto,,[],,,,
2026-05-06T08:59:36Z,2026-05-06T14:49:44.916969Z,finnhub,CoinDesk,https://www.coindesk.com/markets/2026/05/06/okx-joins-crypto-s-pre-ipo-frenzy-with-openai-spacex-perpetual-futures,"OKX joins crypto’s pre-IPO frenzy with OpenAI, SpaceX perpetual futures",,crypto,,[],,,ipo,
2026-05-06T08:35:24Z,2026-05-06T14:49:44.916996Z,finnhub,CoinDesk,https://www.coindesk.com/business/2026/05/06/beyond-humans-lily-liu-says-solana-is-building-the-payment-rails-for-the-ai-machine-economy,Beyond humans: Lily Liu says Solana is building the payment rails for the 'AI machine economy',,macro,,[],,,,
2026-05-06T08:29:21Z,2026-05-06T14:49:44.917014Z,finnhub,CoinDesk,https://www.coindesk.com/markets/2026/05/06/bitcoin-s-price-rally-has-a-hidden-rhythm-here-are-the-hours-and-days-driving-gains,Bitcoin's price rally has a hidden rhythm. Here are the hours and days driving gains.,,crypto,,[],,,,
2026-05-06T08:00:00Z,2026-05-06T14:49:44.917031Z,finnhub,CoinDesk,https://www.coindesk.com/policy/2026/05/06/crypto-custody-firm-taurus-granted-mifid-license-in-cyprus,Crypto custodian Taurus moves straight into EU capital markets with MiFID license in Cyprus,,crypto,,[],,,,
2026-05-06T07:37:24Z,2026-05-06T14:49:44.917048Z,finnhub,Cointelegraph,https://cointelegraph.com/news/law-enforcement-freezes-millions-connected-to-crypto-ponzi-collapse?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Law enforcement freezes $41M connected to $150M crypto Ponzi collapse,"BG Wealth Sharing, according to authorities, claimed to provide guidance on crypto trading, advertised heavily on social media and offered “daily profit opportunities.”",crypto,,[],,,,
2026-05-06T07:24:40Z,2026-05-06T14:49:44.917073Z,finnhub,Cointelegraph,https://cointelegraph.com/news/a16z-raises-2-billion-fund-crypto-projects?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"a16z raises $2.2B for new fund backing stablecoins, prediction markets",Andreessen Horowitz’s crypto investment arm said its new fund would seek to back projects that “people keep using when the hype fades.”,macro,,[],,,,
2026-05-06T07:23:57Z,2026-05-06T14:49:44.917090Z,finnhub,CoinDesk,https://www.coindesk.com/markets/2026/05/06/equity-perps-could-become-more-popular-than-crypto-perps-as-the-line-between-crypto-and-wall-street-dissolves,Crypto derivatives have converged with Wall Street. Equity perps could soon prove it.,,crypto,,[],,,,
2026-05-06T06:55:26Z,2026-05-06T14:49:44.917116Z,finnhub,Cointelegraph,https://cointelegraph.com/news/anchorage-google-cloud-launch-agentic-banking?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Anchorage launches agentic banking as CEO tips ‘trillion-dollar’ opportunity,Anchorage’s new product enables AI agents to have compliant access to capital across traditional finance and crypto payment rails.,banking,,[],,,,
2026-05-06T06:54:31Z,2026-05-06T14:49:44.917134Z,finnhub,Forexlive,https://investinglive.com/Cryptocurrency/how-can-bitcoin-traders-trade-today-using-the-tradecompass-at-investinglivecom-20260506/,How can bitcoin traders trade today using the tradeCompass at investingLive.com,"<p>Bitcoin Futures Technical Analysis Today: BTC TradeCompass Map for May 6, 2026</p><p>Hi Crypto traders, the risk on sentiment is not over yet with AMD's earnings blasting the ball out of the park last night and Nasdaq still in the green.</p><p>Crypto sentiment is currently buoyed by <a class=""ng-star-inserted"" href=""https://www.google.com/search?q=https://investinglive.com/commodities/gold-tops-4650-as-weaker-dollar-and-iran-peace-hopes-lift-precious-metals-20260506/"" rel=""noopener follow"" ta",crypto,,[],,,,
2026-05-06T06:43:07Z,2026-05-06T14:49:44.917152Z,finnhub,Cointelegraph,https://cointelegraph.com/news/colombia-president-says-bitcoin-mining-could-transform-its-caribbean-coast?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Colombian president says Bitcoin mining could transform country's Caribbean coast,"The Colombian president pointed to the impact Bitcoin mining has had in Paraguay, which is now the fourth-largest Bitcoin mining country by hashrate.",crypto,,[],,,,
2026-05-06T05:09:22Z,2026-05-06T14:49:44.917176Z,finnhub,CoinDesk,https://www.coindesk.com/policy/2026/05/06/north-korea-terror-victims-escalate-fight-to-seize-usd71-million-from-aave-hack,North Korea terror victims escalate fight to seize $71 million from Aave hack,,macro,,[],,,,
2026-05-06T04:49:19Z,2026-05-06T14:49:44.917201Z,finnhub,Cointelegraph,https://cointelegraph.com/news/kelp-dao-to-migrate-rseth-to-chainlink-as-it-continues-to-blame-layerzero-infrastructure-failure?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Kelp DAO to migrate rsETH to Chainlink CCIP as blame game continues,"Bryan Pellegrino, co-founder and CEO of LayerZero, disputes Kelp DAO’s accusations and said a postmortem by external security firms will be published soon.",macro,,[],,,,
