timestamp,ingested_at,source_api,source_name,url,headline,summary,sector,ticker,entities,sentiment,sentiment_label,macro_tag,market_impact_score
2026-05-04T18:39:10Z,2026-05-04T23:36:55.552747Z,finnhub,Cointelegraph,https://cointelegraph.com/markets/price-predictions-54-spx-dxy-btc-eth-xrp-bnb-sol-doge-hype-ada?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Price predictions 5/4: SPX, DXY, BTC, ETH, XRP, BNB, SOL, DOGE, HYPE, ADA","Bitcoin has broken above the $79,500 level, backed by solid buying by institutional investors. Will the altcoins also follow?",macro,,[],,,,
2026-05-04T18:31:44Z,2026-05-04T23:36:55.552778Z,finnhub,CoinDesk,https://www.coindesk.com/markets/2026/04/28/hut-8-swaps-coinbase-credit-line-for-cheaper-falconx-deal-slashing-borrowing-costs-as-it-bets-big-on-ai,"Hut 8 swaps Coinbase loan for cheaper FalconX deal, slashing borrowing costs as it bets big on AI",,macro,,[],,,,
2026-05-04T17:34:28Z,2026-05-04T23:36:55.552798Z,finnhub,CoinDesk,https://www.coindesk.com/markets/2026/05/04/circle-coinbase-lead-crypto-stock-rally-amid-clarity-act-progress-bitcoin-above-usd80-000,"Circle, Coinbase lead crypto stocks rally amid Clarity Act progress, bitcoin hitting $80,000",,crypto,,[],,,,
2026-05-04T17:21:37Z,2026-05-04T23:36:55.552819Z,finnhub,Cointelegraph,https://cointelegraph.com/markets/bitcoin-bounces-around-80k-as-iran-strike-unsettles-crypto-risk-assets?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Bitcoin bounces around $80K as Iran strike unsettles crypto, risk assets","Bitcoin faced new volatility and a new struggle to reclaim $80,000 as Iran events added pressure to crypto and risk assets.",crypto,,[],,,,
2026-05-04T21:28:00Z,2026-05-04T23:36:56.212028Z,finnhub,BusinessWire,http://www.businesswire.com/news/home/20260504006153/en/Generational-Group-Advises-Bradley-Machine-Design-LLC-in-its-Sale-to-VRTX-Industrial-Corp./?feedref=JjAwJuNHiystnCoBq_hl-Rc4vIAVcHHkbDcwJimU8QtrtlakeQ9hNboBqTAWIjTge3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_kAy2gZikaX3QWV6xOvgFlA==,Generational Group Advises Bradley Machine &amp; Design LLC in its Sale to VRTX Industrial Corp.,"DALLAS--(BUSINESS WIRE)--Generational Group, a leading mergers and acquisitions advisory firm for privately held businesses, is pleased to announce the sale of Bradley Machine &amp; Design LLC to VRTX Industrial Corp. The acquisition closed March 26, 2026. Headquartered in Chickasha, Oklahoma, Bradley Machine &amp; Design LLC is a precision machining and fabrication shop, founded in the 1980s. The Company focuses on producing custom-machined and fabricated metal components for a wide range of i",macro,,[],,,,
2026-05-04T21:28:00Z,2026-05-04T23:36:56.212070Z,finnhub,GlobalNewswire,https://www.globenewswire.com/news-release/2026/05/04/3287228/0/en/Edgesource-Corporation-Acquires-Lyteworx-Automation-Systems-Deepening-Its-Defense-and-Intelligence-Mission-Capabilities.html,"Edgesource Corporation Acquires Lyteworx Automation Systems, Deepening Its Defense and Intelligence Mission Capabilities","Edgesource Corporation Acquires Lyteworx Automation Systems, enabling expanded technology solutions across defense and intelligence communities.",macro,,[],,,,
2026-05-04T21:15:00Z,2026-05-04T23:36:56.212098Z,finnhub,GlobalNewswire,https://www.globenewswire.com/news-release/2026/05/04/3287214/0/en/Parex-Resources-Provides-Update-on-the-Acquisition-of-Frontera-E-P.html,Parex Resources Provides Update on the Acquisition of Frontera E&P,"CALGARY, Alberta, May  04, 2026  (GLOBE NEWSWIRE) -- Parex Resources Inc. (“Parex” or the “Company”) (TSX: PXT) is pleased to provide an update on the previously announced Frontera acquisition, pursuant to which Parex would acquire 100% of Frontera Petroleum International Holdings B.V. (“Frontera E&P”), for upfront cash consideration of US$500 million, the assumption of US$225 million of net debt, and a contingent payment of US$25 million (the “Transaction”).",macro,,[],,,,
2026-05-04T21:11:35Z,2026-05-04T23:36:56.212124Z,finnhub,SeekingAlpha,https://seekingalpha.com/news/4585207-elon-musk-trust-to-pay-sec-15m-to-settle-twitter-ownership-filing-case?utm_source=feed_news_m_a&utm_medium=referral&feed_item_type=news,Elon Musk trust to pay SEC $1.5M to settle Twitter ownership filing case,,macro,,[],,,regulation,
2026-05-04T20:50:23Z,2026-05-04T23:36:56.212148Z,finnhub,SeekingAlpha,https://seekingalpha.com/news/4585200-lattice-semiconductor-to-acquire-ami-in-165b-deal?utm_source=feed_news_m_a&utm_medium=referral&feed_item_type=news,Lattice Semiconductor to acquire AMI in $1.65B deal,,macro,,[],,,,
2026-05-04T20:17:09Z,2026-05-04T23:36:56.212173Z,finnhub,SeekingAlpha,https://seekingalpha.com/news/4585108-repay-rejects-unsolicited-proposal-from-forager-capital?utm_source=feed_news_m_a&utm_medium=referral&feed_item_type=news,Repay rejects unsolicited proposal from Forager Capital,,macro,,[],,,,
2026-05-04T20:05:00Z,2026-05-04T23:36:56.212192Z,finnhub,GlobalNewswire,https://www.globenewswire.com/news-release/2026/05/04/3287131/0/en/Devon-Energy-and-Coterra-Energy-Shareholders-Approve-Merger.html,Devon Energy and Coterra Energy Shareholders Approve Merger,"OKLAHOMA CITY and HOUSTON, May  04, 2026  (GLOBE NEWSWIRE) -- Devon Energy Corporation (“Devon”) (NYSE: DVN) and Coterra Energy Inc. (“Coterra”) (NYSE: CTRA) today announced that shareholders of both companies approved all proposals required to complete the previously announced all-stock merger between Devon and Coterra. The merger is expected to close on or around May 7, 2026.",energy,,[],,,,
2026-05-04T19:58:00Z,2026-05-04T23:36:56.212218Z,finnhub,GlobalNewswire,https://www.globenewswire.com/news-release/2026/05/04/3287100/0/en/Tim-Lamb-Group-Brokers-the-Sale-of-Friendship-Ford-of-Lenoir-in-North-Carolina-to-CarHeroes.html,Tim Lamb Group Brokers the Sale of  Friendship Ford of Lenoir in North Carolina to CarHeroes,"Columbus, OH, May  04, 2026  (GLOBE NEWSWIRE) -- The Tim Lamb Group,  the largest auto dealership sales and acquisitions firm in North America, is pleased to announce it has represented the seller, Friendship Automotive, in the successful sale of Friendship Ford of Lenoir. The 25,258 square-foot dealership, located at 515 Wilkesboro Blvd. NE., in Lenoir, North Carolina has been renamed CarHeroes Ford, and was purchased by CarHeroes President, Matthew Nunlist.",macro,,[],,,,
2026-05-04T13:57:00Z,2026-05-04T23:36:56.212352Z,finnhub,GlobalNewswire,https://www.globenewswire.com/news-release/2026/05/04/3286842/0/en/Xpress-Wellness-Acquires-Wichita-s-Mental-Health-Practice-Midwest-Counseling-Services.html,Xpress Wellness Acquires Wichita’s Mental Health Practice Midwest Counseling Services,Xpress Wellness acquired Midwest Counseling Services in Wichita to expand behavioral health access for senior communities across the region.,macro,,[],,,,
