timestamp,ingested_at,source_api,source_name,url,headline,summary,sector,ticker,entities,sentiment,sentiment_label,macro_tag,market_impact_score
2026-05-04T23:07:47.000000Z,2026-05-04T23:36:53.892342Z,marketaux,seekingalpha.com,https://seekingalpha.com/article/4898174-california-water-service-group-2026-q1-results-earnings-call-presentation,California Water Service Group 2026 Q1 - Results - Earnings Call Presentation (NYSE:CWT) 2026-05-04,2026-05-04. The following slide deck was published by California Water Service Group in conjunction with their 2026 Q1 earnings call.,equities,CWT,"[""CWT""]",0.0,neutral,earnings,
2026-05-04T23:07:25.000000Z,2026-05-04T23:36:53.892403Z,marketaux,seekingalpha.com,https://seekingalpha.com/article/4898173-lpl-financial-holdings-inc-2026-q1-results-earnings-call-presentation,LPL Financial Holdings Inc. 2026 Q1 - Results - Earnings Call Presentation (NASDAQ:LPLA) 2026-05-04,2026-05-04. The following slide deck was published by LPL Financial Holdings Inc.,equities,LPLA,"[""LPLA""]",0.0,neutral,earnings,
2026-05-04T23:06:32.000000Z,2026-05-04T23:36:53.892441Z,marketaux,seekingalpha.com,https://seekingalpha.com/article/4898172-onespan-inc-2026-q1-results-earnings-call-presentation,OneSpan Inc. 2026 Q1 - Results - Earnings Call Presentation (NASDAQ:OSPN) 2026-05-04,2026-05-04. The following slide deck was published by OneSpan Inc.,equities,OSPN,"[""OSPN""]",0.0,neutral,earnings,
2026-05-04T22:48:18Z,2026-05-04T23:36:54.239197Z,finnhub,CNBC,https://www.cnbc.com/2026/05/04/the-devil-wears-prada-2-kicks-off-summer-box-office.html,'The Devil Wears Prada 2' kicks off summer movie season in style with $77 million opening,"Disney and 20th Century Fox's ""The Devil Wears Prada 2"" opened the summer movie season with $77 million in ticket sales.",macro,,[],,,,
2026-05-04T20:40:09Z,2026-05-04T23:36:54.239265Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMizAFBVV95cUxQNm9KaWowV3pqQVVxRjJSZE9ROFVxTlM3YjZiVEI5bGZjcUIwbE1JSl9nWi1tTF8tc2ZpbU80RXFCQWdFNThGa0JZZ0xyai1XSjJEeGVzU3ZtU2ZNNGZMOHpzd0pDYWdlRldLeFZjeEdoeDlidlZ6U3NhYVc5RXZ5Q2ZsMDNvWkNRZkhzckxjeXJITmhIUGV6cFNId3NRakhOckJtOVI2cnZRVnNMQmpYd2JPTm9GMkJHZmpCUktVZ1YtYUtfZlJfM0Z0Tnk?oc=5,"Exclusive: US intelligence indicates limited new damage to Iran's nuclear program, sources say - Reuters","Exclusive: US intelligence indicates limited new damage to Iran's nuclear program, sources say  Reuters",macro,,[],,,,
2026-05-04T20:29:15Z,2026-05-04T23:36:54.239294Z,finnhub,CNBC,https://www.cnbc.com/2026/05/04/sec-and-elon-musk-agree-to-settle-lawsuit-over-twitter-buyout-in-2022.html,SEC and Elon Musk agree to settle lawsuit over Twitter buyout in 2022,The SEC and Elon Musk agreed to settle a lawsuit filed by the regulator last year against the world's richest person.,macro,,[],,,regulation,
2026-05-04T20:18:48Z,2026-05-04T23:36:54.239323Z,finnhub,CNBC,https://www.cnbc.com/2026/05/04/spirit-airlines-shut-down-ceo-dave-davis.html,Spirit Airlines CEO on carrier's collapse: 'We just kind of ran out of runway',Spirit Airlines shut down before dawn on Saturday ending its run as the most famous U.S. discount airline.,macro,,[],,,,
2026-05-04T19:14:48Z,2026-05-04T23:36:54.239385Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMizgFBVV95cUxQY1VnS0tzQWtVVnd4SDdsZ1hjRTNQZ05OcUJWZWJPMldpZGlOLUZGY3hqeHdlU1EwcDBPQ25wMVBPT241R0NPNHRaWE8xZUhPSm0xb3hGYkxDMmRJcm5YdWIzOXhsaGdtOXVSLTZxMFp2SWJ0UndneXZWa2ZlT1llYUhWZTZ2clBuSXFkeUR2azB4aV85NUgzSmY3X1ZITEp0SkFHaFUwRHBDSDh5UGpPZUwzX2twcndHV015bDlyRVQyZmtnTzNPcXU5OHBwQQ?oc=5,"US sinks Iranian small boats, shoots down missiles, drones as it opens Strait - Reuters","US sinks Iranian small boats, shoots down missiles, drones as it opens Strait  Reuters",macro,,[],,,,
2026-05-04T18:29:36Z,2026-05-04T23:36:54.239405Z,finnhub,CNBC,https://www.cnbc.com/2026/05/04/whats-behind-eli-lillys-down-and-up-day-after-last-weeks-surge.html,What's behind Eli Lilly's down-and-up day after last week's post-earnings surge,"Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",equities,,[],,,earnings,
2026-05-04T17:58:09Z,2026-05-04T23:36:54.239434Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMisgFBVV95cUxNX2RmUDVSN2VKMFBhMVN6Rmd4ZUhTZWdObWxraDI0N0tWNkdSRDhmQnl2TlRmWlBLcVppcXVrY3d5TFgtTWxSTloxZGVkTThlR3VtYk83RWh2TjZZQW9rbHR5Wm1BdlZPOVBCNGVlYk9RZk14Sm5oTVhSLVQ5VXhHQ3hqNnJHMHV5X3RKUHZ1cER0eDRaS1BmenljbWMyLWVlNkhZb1JaaDlPbVZ4eV82NjN3?oc=5,"US, Gulf Arab nations draft new UN resolution on Strait of Hormuz - Reuters","US, Gulf Arab nations draft new UN resolution on Strait of Hormuz  Reuters",macro,,[],,,,
2026-05-04T17:36:15Z,2026-05-04T23:36:54.239463Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMizAFBVV95cUxPdENGVjFONFhqSkE4bkJPNng2OGhYcS1adTdpSVV2SDZLNnNRM1lCNC1jWUt1N0VnZnFYR3d2MklpY2pMXy1ibWJyNTJJX1ZVeE5hZGhrSjM3RHRXUXVMX3ZCZ3NPMFJyeVNkT3dDcTlGN0NKcGd1WUpnWm02SjBHZmlwbk13NWozeWw4QV9VdmYyYk84WHVaX05fSnRrLXNneEpOMjg2d3lIR0UtOEpRN0xFN3hrb0s5S3N2WVBUSUUxTFdVYWp3S0NqeUY?oc=5,"UAE says air defences engage missiles, drones as flights diverted - Reuters","UAE says air defences engage missiles, drones as flights diverted  Reuters",macro,,[],,,,
2026-05-04T17:27:19Z,2026-05-04T23:36:54.239521Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMivgFBVV95cUxOSVBtemd0d1VNbDJ3RC1FdDAya1pWSW9rM0xFNDJSOTdObTlyTU8tYk16X3NWbzhZUDdBVWNrNkNfb21xazdYaHU5TmpsYk8wdXIwZXdhNFoxOEEyT1UyZVVPeHc0YlNjRWg4RXJXNGdMYVo2LW51V0lMRUtXcXBOUjhhQXRuR3MyUGJQcGMwa2ZLV0hPUTNjX0FQSEtWSWVWNjJ5Wlo1d1NkbDFWLTdpRXhtZmtHNWIwY09RUXJR?oc=5,Trump says South Korea should join mission to protect ships near Iran - Reuters,Trump says South Korea should join mission to protect ships near Iran  Reuters,macro,,[],,,,
2026-05-04T17:12:36Z,2026-05-04T23:36:54.239549Z,finnhub,Reuters,https://news.google.com/rss/articles/CBMisgFBVV95cUxQTEtWcDhZM3c5ZFdUak05NENEUW1nRW5BTzB2bGc5S0J3LXFxdGE0YzI0cnJkekx4ck5jWnA0Zm1MNkVFOXBkc3AzV1lqanNURkhKT292cE1aX3UySlZXVjVONGo2YllXWDRiZlAzSzlCUFEzNnY3MERHclItdjVVQzEzdENhX25LbWN5NXFoeHU1bHY1bVdyWmxWS3VqS0dhUXozcDF1V2VOb0g1X0QtSktB?oc=5,"Rubio to travel to Rome amid US tensions with Pope Leo, Meloni - Reuters","Rubio to travel to Rome amid US tensions with Pope Leo, Meloni  Reuters",macro,,[],,,,
2026-05-04T17:04:28Z,2026-05-04T23:36:54.239575Z,finnhub,CNBC,https://www.cnbc.com/2026/05/04/how-to-figure-out-which-stocks-are-in-your-portfolio.html,Which stocks do I actually own? Why experts say it's important to know,"Whether you object to owning certain stocks or want to add investments to your portfolio smartly, it's important to know what you actually hold, experts say.",equities,,[],,,,
2026-05-04T23:00:10Z,2026-05-04T23:36:54.897760Z,finnhub,Forexlive,https://investinglive.com/news/australia-april-services-pmi-final-507-preliminary-503-prior-463-20260504/,"Australia April Services PMI (final) 50.7 (preliminary 50.3, prior 46.3)","<p>Australia's services PMI rose to 50.7 in April from 46.3 in March, but new orders fell for a second month and input price inflation hit its fastest pace since August 2022, driven by Middle East fuel costs.</p><p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">Summary:</p><ul class=""[li_&]:mb-0 [li_&]:mt-1 [li_&]:gap-1 [&:not(:last-child)_ul]:pb-1 [&:not(:last-child)_ol]:pb-1 list-disc flex flex-col gap-1 pl-8 mb-3""><li class=""whitespace-normal break-words pl-2"">T",macro,,[],,,,
2026-05-04T22:34:41Z,2026-05-04T23:36:55.552607Z,finnhub,Cointelegraph,https://cointelegraph.com/news/trump-linked-wlfi-platform-sues-justin-sun-for-defamation?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,World Liberty sues Justin Sun for defamation in WLFI dispute,"World Liberty Financial claimed Sun engaged in defamatory tactics and prohibited token transfers, including shorting the WLFI token and conducting straw sales on behalf of others.",macro,,[],,,,
2026-05-04T21:55:00Z,2026-05-04T23:36:55.552641Z,finnhub,Cointelegraph,https://cointelegraph.com/news/dtcc-eyes-october-tokenized-securities-launch-with-dozens-of-wall-street-giants?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,DTCC eyes October tokenized securities launch with 50 DeFi and TradFi giants,"With $114 trillion in custodied liquid assets, Depository Trust & Clearing Corporation looks to position tokenization as future of existing financial system.",crypto,,[],,,regulation,
2026-05-04T20:38:43Z,2026-05-04T23:36:55.552665Z,finnhub,Cointelegraph,https://cointelegraph.com/markets/bitcoin-eyes-80k-support-flip-with-key-holder-cost-basis-in-focus?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Bitcoin short-term cost basis approaches profitability, but $80K must flip to support first","Crypto markets turned euphoric as BTC traded above $80,000, but a rally through short-term holders’ cost basis is needed to cement the bull trend.",crypto,,[],,,,
2026-05-04T20:16:04Z,2026-05-04T23:36:55.552688Z,finnhub,CoinDesk,https://www.coindesk.com/business/2026/05/04/gamestop-s-usd55-5-billion-ebay-takeover-bid-puts-its-usd368-million-bitcoin-stash-in-the-crosshairs,GameStop's $55.5 billion eBay takeover bid puts its $368 million bitcoin stash in the crosshairs,,crypto,,[],,,,
2026-05-04T19:51:05Z,2026-05-04T23:36:55.552717Z,finnhub,Cointelegraph,https://cointelegraph.com/news/tether-gold-tops-33b-as-demand-for-bullion-backed-tokens-rises?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Tether Gold tops $3.3B as demand for bullion-backed tokens rises,"Tether’s XAUt tops $3.3 billion as gold reserves reach 154 tons, with demand rising amid geopolitical tensions and shifting expectations for Federal Reserve policy.",macro,,[],,,,
