date,temp_mean,hdd,cdd,precip_total,precip_days,extreme_precip_days,snow_total,extreme_heat_days,extreme_cold_days,wind_mean,cloud_cover_mean,city_count,temp_anom
2000-01-01,26.427471383975025,1195.7483870967744,0.0,0.9825806451612904,8.064516129032258,0.04838709677419355,47.90064516129033,0.0,25.838709677419356,17.201768990634754,60.25291363163371,62,0.7042137581500256
2000-02-01,36.34221357063404,831.2564516129031,0.18064516129032285,1.3348387096774195,4.403225806451613,0.12903225806451613,56.14290322580646,0.0,19.387096774193548,17.99232480533927,64.16273637374861,62,7.83481293107257
2000-03-01,45.15962539021852,617.25,2.198387096774192,1.2296774193548385,7.790322580645161,0.016129032258064516,0.43806451612903224,0.0,12.080645161290322,16.51987513007284,53.66456815816857,62,5.706822683309078
2000-04-01,49.16096774193549,475.72258064516126,0.5516129032258069,2.9817741935483872,6.919354838709677,1.0,0.7870967741935483,0.0,4.129032258064516,17.853440860215056,57.39306451612903,62,-1.597156192104741
2000-05-01,63.53288241415193,128.53548387096777,83.05483870967741,4.188548387096774,12.951612903225806,0.41935483870967744,0.0,0.04838709677419355,0.0,17.201873048907387,61.967221644120706,62,2.3030759206978644
2000-06-01,68.78344086021507,41.87903225806452,155.38225806451615,5.0125806451612895,13.016129032258064,0.8387096774193549,0.0,0.16129032258064516,0.0,15.746399703374118,54.56591397849462,62,-1.8212636799594577
2000-07-01,72.04973985431842,4.480645161290323,223.0225806451613,3.542741935483871,6.983870967741935,1.0806451612903225,0.0,0.45161290322580644,0.0,13.442507804370448,54.595681581685746,62,-2.6129204031986006
2000-08-01,73.33017169614985,2.8564516129032262,260.81451612903226,2.470483870967742,7.596774193548387,0.5,0.0,2.7096774193548385,0.0,13.545844606312869,45.429205688518906,62,0.3397214249124829
2000-09-01,65.14725422427036,109.40322580645162,113.81290322580645,4.038709677419355,8.129032258064516,1.064516129032258,0.0,1.8064516129032258,0.0,15.3422523703586,41.16978494623656,62,-1.0793059997912025
2000-10-01,56.74418487686438,274.7532258064516,18.84032258064516,1.604032258064516,6.580645161290323,0.14516129032258066,0.012741935483870969,0.0,2.225806451612903,14.177036073534513,49.024701699618454,62,2.886456340706914
2000-11-01,38.08308460523837,808.0327868852459,0.9409836065573769,1.9478688524590162,6.639344262295082,0.3770491803278688,0.6963934426229508,0.0,15.147540983606557,15.98288863764839,69.21766346335029,61,-3.4181524183952945
2000-12-01,18.116240266963292,1450.4967213114755,0.0,0.8195081967213115,6.377049180327869,0.01639344262295082,190.97147540983607,0.0,29.62295081967213,15.99660594345873,68.46246284578494,61,-12.23207398746209
2001-01-01,25.902840790842873,1208.8274193548389,0.0,1.0408064516129032,4.983870967741935,0.0967741935483871,165.3882258064516,0.0,26.85483870967742,14.646079873694786,58.60523239680887,62,0.17958316501787408
2001-02-01,28.423521997715547,1022.0564516129033,0.0,1.8382258064516128,6.258064516129032,0.3387096774193548,8.791290322580645,0.0,24.661290322580644,16.387066577389156,65.60106640671157,62,-0.08387864184592075
2001-03-01,35.406451612903226,917.4,0.0,1.215967741935484,5.354838709677419,0.0,6.867903225806452,0.0,23.080645161290324,16.54021852237253,58.30681581685744,62,-4.046351094006219
2001-04-01,54.78327956989248,329.51129032258063,23.016129032258064,2.601612903225806,10.03225806451613,0.11290322580645161,0.30451612903225805,0.016129032258064516,4.129032258064516,19.032945468509986,51.78986559139785,62,4.025155635852251
2001-05-01,61.97178944346766,170.76774193548388,76.69354838709675,4.039354838709677,15.17741935483871,0.3548387096774194,0.0,0.20967741935483872,0.0,16.559575155190355,58.81589041587427,62,0.7419829500135933
2001-06-01,69.12882783882783,72.80806451612902,195.80645161290323,3.0120967741935485,9.629032258064516,0.43548387096774194,0.0,2.403225806451613,0.0,14.39143566111308,48.80262879593525,62,-1.4758767013466922
