date,temp_mean,hdd,cdd,precip_total,precip_days,extreme_precip_days,snow_total,extreme_heat_days,extreme_cold_days,wind_mean,cloud_cover_mean,city_count,temp_anom
2000-01-01,39.8315668202765,780.2214285714286,0.0,1.1328571428571428,5.071428571428571,0.14285714285714285,11.52142857142857,0.0,18.142857142857142,15.83548387096774,40.874654377880184,14,1.429259708000977
2000-02-01,48.00295566502463,492.97142857142853,0.05714285714285694,1.8921428571428573,3.7142857142857144,0.2857142857142857,1.2242857142857144,0.0,10.0,18.279802955665026,39.40049261083744,14,6.119983356811041
2000-03-01,52.66866359447005,383.62857142857143,1.357142857142856,4.367142857142857,14.214285714285714,0.21428571428571427,0.16857142857142857,0.0,2.7142857142857144,16.91336405529954,50.86059907834101,14,0.4210371157830082
2000-04-01,59.3704761904762,193.16428571428574,24.27857142857143,4.674285714285714,9.071428571428571,1.3571428571428572,0.0,0.0,0.42857142857142855,17.551666666666666,38.79547619047619,14,-1.7735150814702507
2000-05-01,71.29792626728111,32.971428571428575,228.20714285714286,6.248571428571429,10.214285714285714,1.6428571428571428,0.0,6.428571428571429,0.0,17.095391705069122,40.620276497695855,14,1.7640138087492403
2000-06-01,73.92285714285715,1.9357142857142857,269.62142857142857,8.769285714285713,15.142857142857142,2.4285714285714284,0.0,2.0714285714285716,0.0,15.852619047619047,51.75523809523809,14,-4.425863300492608
2000-07-01,80.64654377880184,0.0,485.04285714285714,4.912857142857143,8.357142857142858,1.6428571428571428,0.0,17.857142857142858,0.0,15.623963133640554,26.890092165898615,14,-1.981159065628475
2000-08-01,86.0389400921659,0.0,652.2071428571428,0.0842857142857143,0.9285714285714286,0.0,0.0,28.928571428571427,0.0,14.248847926267283,17.007373271889403,14,4.33120873212809
2000-09-01,75.82357142857143,37.08571428571429,361.7928571428571,1.1400000000000001,3.0,0.5,0.0,16.5,0.0,15.446428571428571,17.75261904761905,14,2.0202824865955336
2000-10-01,63.9463133640553,119.38571428571427,86.72142857142856,10.059285714285712,13.571428571428571,3.2857142857142856,0.0,3.0,1.7142857142857142,16.11267281105991,48.65552995391705,14,2.319720029202742
