date,temp_mean,hdd,cdd,precip_total,precip_days,extreme_precip_days,snow_total,extreme_heat_days,extreme_cold_days,wind_mean,cloud_cover_mean,city_count,temp_anom
2000-01-01,35.848313631202835,891.7913043478261,0.0,1.8986956521739131,10.043478260869565,0.043478260869565216,29.47565217391304,0.0,17.695652173913043,12.759560542309488,63.92344887464101,23,6.461341758159897
2000-02-01,39.64328460769615,730.1826086956522,0.0,2.1473913043478263,10.26086956521739,0.13043478260869565,11.884782608695653,0.0,13.0,15.33223388305847,65.49500249875062,23,4.789897002250207
2000-03-01,43.09290646240155,674.1826086956522,0.0,1.0504347826086957,8.26086956521739,0.0,4.752173913043478,0.0,11.826086956521738,17.040052864386663,51.11620455281045,23,-1.3825815827697312
2000-04-01,55.71915942028985,292.60869565217394,16.482608695652175,0.8034782608695652,4.782608695652174,0.0,0.0,0.2608695652173913,0.9130434782608695,17.80121739130435,42.35544927536232,23,4.214085348885796
2000-05-01,63.6282636746143,141.7521739130435,100.14347826086956,1.4069565217391304,7.217391304347826,0.0,0.0,2.260869565217391,0.2608695652173913,17.091023842917252,46.31479943899018,23,2.7446082295217593
2000-06-01,73.12521739130435,13.256521739130434,253.4434782608695,0.31434782608695655,1.7826086956521738,0.043478260869565216,0.0,7.478260869565218,0.0,18.094202898550726,30.852971014492756,23,1.0213539442924144
2000-07-01,80.99969308391469,0.09130434782608701,488.11739130434785,0.34652173913043477,1.3043478260869565,0.0,0.0,22.956521739130434,0.0,18.316166372197227,31.269526055991694,23,0.5713031319336039
2000-08-01,78.54110435821516,1.4608695652173922,418.8086956521739,1.942608695652174,4.739130434782608,0.6956521739130435,0.0,17.608695652173914,0.0,17.247301438886293,39.871024881824326,23,1.4720680378969178
2000-09-01,65.56867335562988,101.18260869565216,117.95652173913044,1.4700000000000002,4.043478260869565,0.0,0.0,4.391304347826087,0.2608695652173913,15.04665551839465,30.46871794871795,23,-1.3283570370755768
2000-10-01,52.81558485273492,388.45217391304345,14.839130434782607,2.1856521739130437,9.043478260869565,0.08695652173913043,0.0,0.6521739130434783,0.9130434782608695,14.026777933613838,47.37660402057036,23,-0.1018372254936395
2000-11-01,30.645614035087718,1030.6315789473683,0.0,1.128421052631579,8.473684210526315,0.0,42.76894736842105,0.0,27.473684210526315,11.959473684210527,60.17122807017544,19,-9.515834930300002
2000-12-01,30.145953079178884,1066.73,0.0,1.0415,5.0,0.05,35.0315,0.0,28.8,11.721810850439883,59.634758064516134,20,-0.3221654469441724
2001-01-01,28.840430467148558,1111.613043478261,0.0,0.5778260869565218,7.521739130434782,0.0,37.69260869565217,0.0,28.26086956521739,11.303444096810155,63.09202107383034,23,-0.5465414058943807
2001-02-01,35.11757246376811,831.4782608695652,0.0,1.4886956521739132,7.260869565217392,0.08695652173913043,42.58434782608696,0.0,18.130434782608695,13.8231884057971,67.4422877846791,23,0.2641848583221673
2001-03-01,45.9719270687237,585.2826086956521,0.24782608695652186,1.2447826086956522,7.173913043478261,0.0,2.531304347826087,0.0,7.130434782608695,14.789408134642358,57.77587096774194,23,1.4964390235524192
