date,temp_mean,hdd,cdd,precip_total,precip_days,extreme_precip_days,snow_total,extreme_heat_days,extreme_cold_days,wind_mean,cloud_cover_mean,city_count,temp_anom
2000-01-01,21.930107526881716,1335.1666666666665,0.0,2.44,10.333333333333334,0.0,41.13333333333333,0.0,27.666666666666668,17.221505376344087,43.336559139784946,3,-2.4661290322580705
2000-02-01,28.651724137931037,1054.1000000000001,0.0,3.013333333333333,8.666666666666666,1.0,150.68,0.0,23.666666666666668,15.303448275862069,52.11034482758621,3,1.52060550082102
2000-03-01,40.19784946236559,768.8666666666667,0.0,3.4566666666666666,9.0,1.0,1.05,0.0,17.333333333333332,15.586021505376344,47.98387096774193,3,5.061989247311821
2000-04-01,45.919999999999995,572.4,0.0,5.390000000000001,14.0,1.3333333333333333,0.0,0.0,5.333333333333333,15.821111111111113,67.38333333333334,3,-1.3517777777777837
2000-05-01,56.06236559139785,293.3666666666666,16.299999999999997,3.3466666666666662,11.666666666666666,0.0,0.0,0.6666666666666666,1.3333333333333333,14.110752688172042,56.659139784946234,3,-1.9991397849462373
2000-06-01,65.85888888888888,90.7333333333333,116.5,4.2,14.666666666666666,0.6666666666666666,0.0,1.0,0.0,13.103333333333333,50.81333333333333,3,-0.8456666666666734
2000-07-01,68.12903225806451,11.633333333333324,108.63333333333333,4.776666666666666,12.0,1.6666666666666667,0.0,0.0,0.0,12.795698924731184,48.83870967741936,3,-4.350483870967736
2000-08-01,68.12043010752689,15.633333333333342,112.36666666666667,2.0433333333333334,10.0,0.0,0.0,0.0,0.0,11.891397849462365,46.55591397849463,3,-2.7954802867383535
2000-09-01,60.38333333333333,171.69999999999996,33.199999999999996,3.2433333333333336,8.333333333333334,0.3333333333333333,0.0,0.0,0.6666666666666666,12.322222222222223,36.928888888888885,3,-2.9865344827586284
2000-10-01,50.045161290322575,463.7333333333333,0.13333333333333522,2.4766666666666666,7.333333333333333,0.0,0.0,0.0,3.6666666666666665,12.75483870967742,43.00430107526881,3,-1.0506451612903263
2000-11-01,39.98888888888889,750.3333333333334,0.0,4.403333333333333,8.666666666666666,1.3333333333333333,0.0,0.0,10.333333333333334,12.335555555555556,58.343333333333334,3,-0.19700000000000273
2000-12-01,24.88817204301075,1243.4666666666665,0.0,3.5199999999999996,9.666666666666666,1.0,1.5733333333333333,0.0,30.0,16.650537634408604,45.89784946236559,3,-5.2403225806451665
2001-01-01,23.646236559139783,1281.9666666666667,0.0,1.7333333333333334,11.0,0.3333333333333333,12.339999999999998,0.0,31.0,11.843010752688173,48.5774193548387,3,-0.7500000000000036
2001-02-01,26.975000000000005,1064.7,0.0,2.02,9.666666666666666,0.0,6.433333333333334,0.0,27.333333333333332,17.479761904761904,47.83690476190477,3,-0.15611863711001206
2001-03-01,32.13870967741935,1018.7000000000002,0.0,6.626666666666666,11.666666666666666,2.0,25.070000000000004,0.0,23.666666666666668,16.58279569892473,59.96774193548387,3,-2.9971505376344183
2001-04-01,45.80222222222222,578.4999999999999,2.5666666666666678,1.05,6.0,0.0,0.0,0.0,11.0,15.61888888888889,40.04222222222222,3,-1.4695555555555586
2001-05-01,58.14301075268818,246.66666666666666,34.1,2.27,9.666666666666666,0.6666666666666666,0.0,2.0,0.6666666666666666,15.170967741935485,47.11182795698924,3,0.08150537634409005
2001-06-01,68.61888888888889,40.266666666666666,148.83333333333334,6.673333333333333,10.333333333333334,3.0,0.0,1.6666666666666667,0.0,12.853333333333333,39.86666666666667,3,1.9143333333333317
2001-07-01,68.27956989247312,17.900000000000013,119.56666666666668,3.06,8.666666666666666,0.3333333333333333,0.0,2.3333333333333335,0.0,13.231182795698922,35.41827956989247,3,-4.1999462365591285
2001-08-01,72.7236559139785,1.1999999999999957,240.63333333333335,1.68,6.333333333333333,0.3333333333333333,0.0,4.666666666666667,0.0,11.76774193548387,34.75268817204301,3,1.807745519713265
2001-09-01,62.36222222222222,121.53333333333335,42.400000000000006,3.84,9.0,1.0,0.0,0.0,0.3333333333333333,12.695555555555556,36.037777777777784,3,-1.0076455938697393
2001-10-01,51.561290322580646,420.0,3.400000000000001,0.9866666666666667,7.333333333333333,0.0,0.0,0.0,7.333333333333333,13.5,34.0258064516129,3,0.4654838709677449
2001-11-01,43.398888888888884,648.0333333333333,0.0,1.17,9.0,0.0,0.0,0.0,13.333333333333334,13.134444444444446,48.23222222222222,3,3.212999999999994
