observation_date,CES3000000001
1990-01-01,17797
1990-02-01,17893
1990-03-01,17868
1990-04-01,17845
1990-05-01,17796
1990-06-01,17775
1990-07-01,17703
1990-08-01,17650
1990-09-01,17609
1990-10-01,17577
1990-11-01,17428
1990-12-01,17395
1991-01-01,17330
1991-02-01,17213
1991-03-01,17140
1991-04-01,17093
1991-05-01,17071
1991-06-01,17045
1991-07-01,17015
1991-08-01,17026
1991-09-01,17010
1991-10-01,16999
1991-11-01,16961
1991-12-01,16917
1992-01-01,16839
1992-02-01,16828
1992-03-01,16805
1992-04-01,16830
1992-05-01,16835
1992-06-01,16826
1992-07-01,16820
1992-08-01,16782
1992-09-01,16760
1992-10-01,16751
1992-11-01,16758
1992-12-01,16770
1993-01-01,16790
1993-02-01,16804
1993-03-01,16795
1993-04-01,16772
1993-05-01,16766
1993-06-01,16742
1993-07-01,16740
1993-08-01,16740
1993-09-01,16770
1993-10-01,16778
1993-11-01,16800
1993-12-01,16815
1994-01-01,16855
1994-02-01,16862
1994-03-01,16897
1994-04-01,16933
1994-05-01,16961
1994-06-01,17009
1994-07-01,17025
1994-08-01,17081
1994-09-01,17114
1994-10-01,17144
1994-11-01,17186
1994-12-01,17218
1995-01-01,17262
1995-02-01,17266
1995-03-01,17263
1995-04-01,17278
1995-05-01,17258
1995-06-01,17247
1995-07-01,17218
1995-08-01,17240
1995-09-01,17247
1995-10-01,17216
1995-11-01,17208
1995-12-01,17231
1996-01-01,17208
1996-02-01,17230
1996-03-01,17193
1996-04-01,17204
1996-05-01,17222
1996-06-01,17226
1996-07-01,17222
1996-08-01,17256
1996-09-01,17251
1996-10-01,17268
1996-11-01,17277
1996-12-01,17284
1997-01-01,17297
1997-02-01,17315
1997-03-01,17340
1997-04-01,17351
1997-05-01,17364
1997-06-01,17387
1997-07-01,17388
1997-08-01,17453
1997-09-01,17465
1997-10-01,17514
1997-11-01,17556
1997-12-01,17587
1998-01-01,17619
1998-02-01,17627
1998-03-01,17637
1998-04-01,17637
1998-05-01,17624
1998-06-01,17607
1998-07-01,17423
1998-08-01,17563
1998-09-01,17557
1998-10-01,17512
1998-11-01,17466
1998-12-01,17449
1999-01-01,17427
1999-02-01,17395
1999-03-01,17368
1999-04-01,17343
1999-05-01,17333
1999-06-01,17294
1999-07-01,17308
1999-08-01,17287
1999-09-01,17282
1999-10-01,17274
1999-11-01,17282
1999-12-01,17279
2000-01-01,17284
2000-02-01,17284
2000-03-01,17302
2000-04-01,17299
2000-05-01,17278
2000-06-01,17295
2000-07-01,17322
2000-08-01,17287
2000-09-01,17229
2000-10-01,17217
2000-11-01,17202
2000-12-01,17181
2001-01-01,17105
2001-02-01,17030
2001-03-01,16938
2001-04-01,16802
2001-05-01,16660
2001-06-01,16513
2001-07-01,16381
2001-08-01,16233
2001-09-01,16116
2001-10-01,15973
2001-11-01,15825
2001-12-01,15712
2002-01-01,15588
2002-02-01,15518
2002-03-01,15443
2002-04-01,15392
2002-05-01,15338
2002-06-01,15297
2002-07-01,15256
2002-08-01,15171
2002-09-01,15119
2002-10-01,15059
2002-11-01,14992
2002-12-01,14911
2003-01-01,14867
2003-02-01,14780
2003-03-01,14721
2003-04-01,14608
2003-05-01,14558
2003-06-01,14493
2003-07-01,14403
2003-08-01,14376
2003-09-01,14346
2003-10-01,14334
2003-11-01,14316
2003-12-01,14299
2004-01-01,14291
2004-02-01,14279
2004-03-01,14287
2004-04-01,14315
2004-05-01,14342
2004-06-01,14334
2004-07-01,14331
2004-08-01,14345
2004-09-01,14332
2004-10-01,14332
2004-11-01,14306
2004-12-01,14285
2005-01-01,14257
2005-02-01,14272
2005-03-01,14268
2005-04-01,14249
2005-05-01,14255
2005-06-01,14227
2005-07-01,14225
2005-08-01,14200
2005-09-01,14173
2005-10-01,14189
2005-11-01,14184
2005-12-01,14189
2006-01-01,14208
2006-02-01,14208
2006-03-01,14210
2006-04-01,14223
2006-05-01,14200
2006-06-01,14210
2006-07-01,14185
2006-08-01,14154
2006-09-01,14120
2006-10-01,14068
2006-11-01,14034
2006-12-01,14009
2007-01-01,14004
2007-02-01,13993
2007-03-01,13964
2007-04-01,13939
2007-05-01,13922
2007-06-01,13903
2007-07-01,13881
2007-08-01,13821
2007-09-01,13784
2007-10-01,13756
2007-11-01,13751
2007-12-01,13739
2008-01-01,13717
2008-02-01,13690
2008-03-01,13650
2008-04-01,13589
2008-05-01,13555
2008-06-01,13494
2008-07-01,13419
2008-08-01,13348
2008-09-01,13267
2008-10-01,13138
2008-11-01,13026
2008-12-01,12842
