observation_date,CES2000000001
1990-01-01,5422
1990-02-01,5416
1990-03-01,5392
1990-04-01,5355
1990-05-01,5321
1990-06-01,5303
1990-07-01,5274
1990-08-01,5234
1990-09-01,5197
1990-10-01,5134
1990-11-01,5095
1990-12-01,5047
1991-01-01,4972
1991-02-01,4929
1991-03-01,4881
1991-04-01,4842
1991-05-01,4800
1991-06-01,4782
1991-07-01,4752
1991-08-01,4733
1991-09-01,4728
1991-10-01,4698
1991-11-01,4640
1991-12-01,4647
1992-01-01,4667
1992-02-01,4612
1992-03-01,4621
1992-04-01,4603
1992-05-01,4605
1992-06-01,4584
1992-07-01,4570
1992-08-01,4581
1992-09-01,4584
1992-10-01,4600
1992-11-01,4606
1992-12-01,4630
1993-01-01,4664
1993-02-01,4714
1993-03-01,4676
1993-04-01,4690
1993-05-01,4753
1993-06-01,4760
1993-07-01,4783
1993-08-01,4806
1993-09-01,4823
1993-10-01,4868
1993-11-01,4887
1993-12-01,4925
1994-01-01,4940
1994-02-01,4923
1994-03-01,4990
1994-04-01,5047
1994-05-01,5084
1994-06-01,5097
1994-07-01,5125
1994-08-01,5139
1994-09-01,5175
1994-10-01,5177
1994-11-01,5210
1994-12-01,5226
1995-01-01,5234
1995-02-01,5192
1995-03-01,5242
1995-04-01,5252
1995-05-01,5220
1995-06-01,5250
1995-07-01,5262
1995-08-01,5286
1995-09-01,5324
1995-10-01,5353
1995-11-01,5358
1995-12-01,5344
1996-01-01,5355
1996-02-01,5415
1996-03-01,5446
1996-04-01,5474
1996-05-01,5498
1996-06-01,5534
1996-07-01,5557
1996-08-01,5586
1996-09-01,5610
1996-10-01,5643
1996-11-01,5668
1996-12-01,5675
1997-01-01,5675
1997-02-01,5722
1997-03-01,5751
1997-04-01,5764
1997-05-01,5793
1997-06-01,5793
1997-07-01,5817
1997-08-01,5846
1997-09-01,5874
1997-10-01,5883
1997-11-01,5899
1997-12-01,5938
1998-01-01,5983
1998-02-01,5997
1998-03-01,5969
1998-04-01,6049
1998-05-01,6087
1998-06-01,6130
1998-07-01,6172
1998-08-01,6215
1998-09-01,6225
1998-10-01,6262
1998-11-01,6301
1998-12-01,6378
1999-01-01,6357
1999-02-01,6429
1999-03-01,6402
1999-04-01,6480
1999-05-01,6516
1999-06-01,6547
1999-07-01,6571
1999-08-01,6586
1999-09-01,6613
1999-10-01,6640
1999-11-01,6687
1999-12-01,6709
2000-01-01,6752
2000-02-01,6730
2000-03-01,6811
2000-04-01,6794
2000-05-01,6770
2000-06-01,6778
2000-07-01,6794
2000-08-01,6796
2000-09-01,6807
2000-10-01,6814
2000-11-01,6817
2000-12-01,6792
2001-01-01,6824
2001-02-01,6841
2001-03-01,6862
2001-04-01,6844
2001-05-01,6849
2001-06-01,6840
2001-07-01,6845
2001-08-01,6827
2001-09-01,6813
2001-10-01,6804
2001-11-01,6784
2001-12-01,6785
2002-01-01,6775
2002-02-01,6766
2002-03-01,6755
2002-04-01,6710
2002-05-01,6684
2002-06-01,6701
2002-07-01,6688
2002-08-01,6701
2002-09-01,6702
2002-10-01,6689
2002-11-01,6713
2002-12-01,6700
2003-01-01,6704
2003-02-01,6667
2003-03-01,6654
2003-04-01,6689
2003-05-01,6706
2003-06-01,6723
2003-07-01,6735
2003-08-01,6760
2003-09-01,6783
2003-10-01,6784
2003-11-01,6796
2003-12-01,6827
2004-01-01,6848
2004-02-01,6838
2004-03-01,6887
2004-04-01,6901
2004-05-01,6948
2004-06-01,6962
2004-07-01,6977
2004-08-01,7003
2004-09-01,7029
2004-10-01,7077
2004-11-01,7091
2004-12-01,7117
2005-01-01,7095
2005-02-01,7153
2005-03-01,7181
2005-04-01,7266
2005-05-01,7294
2005-06-01,7333
2005-07-01,7353
2005-08-01,7394
2005-09-01,7415
2005-10-01,7460
2005-11-01,7524
2005-12-01,7533
2006-01-01,7601
2006-02-01,7664
2006-03-01,7689
2006-04-01,7726
2006-05-01,7713
2006-06-01,7699
2006-07-01,7712
2006-08-01,7720
2006-09-01,7718
2006-10-01,7682
2006-11-01,7666
2006-12-01,7685
2007-01-01,7725
2007-02-01,7626
2007-03-01,7706
2007-04-01,7686
2007-05-01,7673
2007-06-01,7687
2007-07-01,7660
2007-08-01,7610
2007-09-01,7577
2007-10-01,7565
2007-11-01,7523
2007-12-01,7490
2008-01-01,7476
2008-02-01,7453
2008-03-01,7406
2008-04-01,7327
2008-05-01,7274
2008-06-01,7213
2008-07-01,7160
2008-08-01,7114
2008-09-01,7044
2008-10-01,6967
2008-11-01,6813
2008-12-01,6701
