observation_date,CES6000000001
1990-01-01,10821
1990-02-01,10886
1990-03-01,10920
1990-04-01,10919
1990-05-01,10909
1990-06-01,10923
1990-07-01,10929
1990-08-01,10912
1990-09-01,10898
1990-10-01,10852
1990-11-01,10833
1990-12-01,10801
1991-01-01,10814
1991-02-01,10769
1991-03-01,10729
1991-04-01,10716
1991-05-01,10697
1991-06-01,10716
1991-07-01,10715
1991-08-01,10740
1991-09-01,10775
1991-10-01,10780
1991-11-01,10777
1991-12-01,10795
1992-01-01,10812
1992-02-01,10829
1992-03-01,10863
1992-04-01,10907
1992-05-01,10966
1992-06-01,10998
1992-07-01,11004
1992-08-01,11046
1992-09-01,11080
1992-10-01,11124
1992-11-01,11169
1992-12-01,11235
1993-01-01,11286
1993-02-01,11333
1993-03-01,11368
1993-04-01,11417
1993-05-01,11462
1993-06-01,11499
1993-07-01,11536
1993-08-01,11575
1993-09-01,11629
1993-10-01,11707
1993-11-01,11758
1993-12-01,11795
1994-01-01,11835
1994-02-01,11881
1994-03-01,11964
1994-04-01,12047
1994-05-01,12093
1994-06-01,12164
1994-07-01,12269
1994-08-01,12314
1994-09-01,12394
1994-10-01,12448
1994-11-01,12540
1994-12-01,12582
1995-01-01,12662
1995-02-01,12722
1995-03-01,12765
1995-04-01,12779
1995-05-01,12783
1995-06-01,12828
1995-07-01,12871
1995-08-01,12945
1995-09-01,13031
1995-10-01,13062
1995-11-01,13099
1995-12-01,13150
1996-01-01,13137
1996-02-01,13269
1996-03-01,13320
1996-04-01,13358
1996-05-01,13416
1996-06-01,13490
1996-07-01,13548
1996-08-01,13619
1996-09-01,13661
1996-10-01,13683
1996-11-01,13784
1996-12-01,13847
1997-01-01,13911
1997-02-01,14024
1997-03-01,14123
1997-04-01,14233
1997-05-01,14308
1997-06-01,14378
1997-07-01,14466
1997-08-01,14477
1997-09-01,14556
1997-10-01,14624
1997-11-01,14711
1997-12-01,14801
1998-01-01,14866
1998-02-01,14923
1998-03-01,14975
1998-04-01,15022
1998-05-01,15114
1998-06-01,15196
1998-07-01,15229
1998-08-01,15287
1998-09-01,15292
1998-10-01,15393
1998-11-01,15476
1998-12-01,15567
1999-01-01,15626
1999-02-01,15704
1999-03-01,15751
1999-04-01,15828
1999-05-01,15895
1999-06-01,15983
1999-07-01,16062
1999-08-01,16101
1999-09-01,16125
1999-10-01,16279
1999-11-01,16339
1999-12-01,16412
2000-01-01,16488
2000-02-01,16525
2000-03-01,16599
2000-04-01,16682
2000-05-01,16647
2000-06-01,16716
2000-07-01,16761
2000-08-01,16793
2000-09-01,16855
2000-10-01,16868
2000-11-01,16909
2000-12-01,16893
2001-01-01,16898
2001-02-01,16874
2001-03-01,16824
2001-04-01,16698
2001-05-01,16654
2001-06-01,16588
2001-07-01,16535
2001-08-01,16473
2001-09-01,16387
2001-10-01,16285
2001-11-01,16158
2001-12-01,16132
2002-01-01,16096
2002-02-01,16066
2002-03-01,16082
2002-04-01,16082
2002-05-01,16092
2002-06-01,16082
2002-07-01,16009
2002-08-01,16038
2002-09-01,16016
2002-10-01,16033
2002-11-01,15991
2002-12-01,15927
2003-01-01,15993
2003-02-01,16021
2003-03-01,15951
2003-04-01,15954
2003-05-01,16004
2003-06-01,16018
2003-07-01,16057
2003-08-01,16052
2003-09-01,16107
2003-10-01,16130
2003-11-01,16169
2003-12-01,16195
2004-01-01,16223
2004-02-01,16238
2004-03-01,16264
2004-04-01,16376
2004-05-01,16449
2004-06-01,16481
2004-07-01,16520
2004-08-01,16519
2004-09-01,16542
2004-10-01,16661
2004-11-01,16643
2004-12-01,16659
2005-01-01,16714
2005-02-01,16798
2005-03-01,16826
2005-04-01,16888
2005-05-01,16910
2005-06-01,16999
2005-07-01,17065
2005-08-01,17124
2005-09-01,17195
2005-10-01,17216
2005-11-01,17297
2005-12-01,17330
2006-01-01,17383
2006-02-01,17444
2006-03-01,17530
2006-04-01,17552
2006-05-01,17611
2006-06-01,17680
2006-07-01,17720
2006-08-01,17766
2006-09-01,17756
2006-10-01,17760
2006-11-01,17828
2006-12-01,17863
2007-01-01,17927
2007-02-01,17960
2007-03-01,17990
2007-04-01,18008
2007-05-01,18042
2007-06-01,18053
2007-07-01,18057
2007-08-01,18067
2007-09-01,18066
2007-10-01,18101
2007-11-01,18102
2007-12-01,18148
2008-01-01,18138
2008-02-01,18093
2008-03-01,18051
2008-04-01,18041
2008-05-01,17984
2008-06-01,17940
2008-07-01,17881
2008-08-01,17817
2008-09-01,17748
2008-10-01,17640
2008-11-01,17468
2008-12-01,17337
