observation_date,CES5500000001
1990-01-01,6585
1990-02-01,6599
1990-03-01,6601
1990-04-01,6611
1990-05-01,6616
1990-06-01,6626
1990-07-01,6631
1990-08-01,6634
1990-09-01,6627
1990-10-01,6623
1990-11-01,6614
1990-12-01,6602
1991-01-01,6611
1991-02-01,6601
1991-03-01,6602
1991-04-01,6583
1991-05-01,6566
1991-06-01,6560
1991-07-01,6548
1991-08-01,6543
1991-09-01,6534
1991-10-01,6532
1991-11-01,6533
1991-12-01,6529
1992-01-01,6520
1992-02-01,6523
1992-03-01,6523
1992-04-01,6533
1992-05-01,6544
1992-06-01,6553
1992-07-01,6553
1992-08-01,6564
1992-09-01,6579
1992-10-01,6589
1992-11-01,6600
1992-12-01,6617
1993-01-01,6634
1993-02-01,6645
1993-03-01,6655
1993-04-01,6680
1993-05-01,6703
1993-06-01,6724
1993-07-01,6751
1993-08-01,6770
1993-09-01,6795
1993-10-01,6819
1993-11-01,6845
1993-12-01,6870
1994-01-01,6889
1994-02-01,6910
1994-03-01,6930
1994-04-01,6936
1994-05-01,6928
1994-06-01,6929
1994-07-01,6925
1994-08-01,6919
1994-09-01,6905
1994-10-01,6889
1994-11-01,6877
1994-12-01,6869
1995-01-01,6858
1995-02-01,6850
1995-03-01,6854
1995-04-01,6847
1995-05-01,6844
1995-06-01,6847
1995-07-01,6854
1995-08-01,6864
1995-09-01,6877
1995-10-01,6887
1995-11-01,6903
1995-12-01,6911
1996-01-01,6922
1996-02-01,6945
1996-03-01,6952
1996-04-01,6967
1996-05-01,6991
1996-06-01,7012
1996-07-01,7033
1996-08-01,7048
1996-09-01,7066
1996-10-01,7079
1996-11-01,7097
1996-12-01,7111
1997-01-01,7125
1997-02-01,7143
1997-03-01,7164
1997-04-01,7195
1997-05-01,7215
1997-06-01,7230
1997-07-01,7266
1997-08-01,7292
1997-09-01,7313
1997-10-01,7343
1997-11-01,7369
1997-12-01,7400
1998-01-01,7425
1998-02-01,7450
1998-03-01,7485
1998-04-01,7507
1998-05-01,7534
1998-06-01,7561
1998-07-01,7595
1998-08-01,7605
1998-09-01,7624
1998-10-01,7648
1998-11-01,7663
1998-12-01,7682
1999-01-01,7706
1999-02-01,7713
1999-03-01,7722
1999-04-01,7734
1999-05-01,7746
1999-06-01,7762
1999-07-01,7781
1999-08-01,7778
1999-09-01,7770
1999-10-01,7770
1999-11-01,7772
1999-12-01,7775
2000-01-01,7769
2000-02-01,7771
2000-03-01,7767
2000-04-01,7764
2000-05-01,7762
2000-06-01,7764
2000-07-01,7766
2000-08-01,7777
2000-09-01,7797
2000-10-01,7809
2000-11-01,7823
2000-12-01,7838
2001-01-01,7845
2001-02-01,7868
2001-03-01,7885
2001-04-01,7889
2001-05-01,7898
2001-06-01,7905
2001-07-01,7892
2001-08-01,7916
2001-09-01,7916
2001-10-01,7925
2001-11-01,7940
2001-12-01,7934
2002-01-01,7939
2002-02-01,7932
2002-03-01,7929
2002-04-01,7936
2002-05-01,7933
2002-06-01,7939
2002-07-01,7943
2002-08-01,7949
2002-09-01,7964
2002-10-01,7991
2002-11-01,8003
2002-12-01,8017
2003-01-01,8025
2003-02-01,8037
2003-03-01,8051
2003-04-01,8077
2003-05-01,8094
2003-06-01,8090
2003-07-01,8101
2003-08-01,8102
2003-09-01,8099
2003-10-01,8089
2003-11-01,8082
2003-12-01,8076
2004-01-01,8078
2004-02-01,8079
2004-03-01,8086
2004-04-01,8097
2004-05-01,8115
2004-06-01,8116
2004-07-01,8100
2004-08-01,8106
2004-09-01,8118
2004-10-01,8113
2004-11-01,8116
2004-12-01,8134
2005-01-01,8143
2005-02-01,8147
2005-03-01,8141
2005-04-01,8151
2005-05-01,8154
2005-06-01,8173
2005-07-01,8191
2005-08-01,8214
2005-09-01,8222
2005-10-01,8257
2005-11-01,8279
2005-12-01,8285
2006-01-01,8306
2006-02-01,8335
2006-03-01,8352
2006-04-01,8374
2006-05-01,8376
2006-06-01,8366
2006-07-01,8366
2006-08-01,8372
2006-09-01,8386
2006-10-01,8381
2006-11-01,8391
2006-12-01,8391
2007-01-01,8388
2007-02-01,8393
2007-03-01,8383
2007-04-01,8364
2007-05-01,8370
2007-06-01,8369
2007-07-01,8370
2007-08-01,8342
2007-09-01,8317
2007-10-01,8304
2007-11-01,8290
2007-12-01,8280
2008-01-01,8276
2008-02-01,8271
2008-03-01,8270
2008-04-01,8260
2008-05-01,8249
2008-06-01,8238
2008-07-01,8218
2008-08-01,8205
2008-09-01,8171
2008-10-01,8137
2008-11-01,8098
2008-12-01,8067
