observation_date,CES1000000001
2003-08-01,570
2003-09-01,570
2003-10-01,574
2003-11-01,576
2003-12-01,575
2004-01-01,575
2004-02-01,576
2004-03-01,584
2004-04-01,586
2004-05-01,591
2004-06-01,591
2004-07-01,594
2004-08-01,595
2004-09-01,597
2004-10-01,595
2004-11-01,599
2004-12-01,602
2005-01-01,607
2005-02-01,610
2005-03-01,616
2005-04-01,620
2005-05-01,621
2005-06-01,624
2005-07-01,626
2005-08-01,630
2005-09-01,635
2005-10-01,641
2005-11-01,647
2005-12-01,651
2006-01-01,656
2006-02-01,661
2006-03-01,668
2006-04-01,678
2006-05-01,681
2006-06-01,685
2006-07-01,690
2006-08-01,692
2006-09-01,695
2006-10-01,699
2006-11-01,700
2006-12-01,704
2007-01-01,705
2007-02-01,710
2007-03-01,714
2007-04-01,720
2007-05-01,721
2007-06-01,725
2007-07-01,728
2007-08-01,728
2007-09-01,728
2007-10-01,729
2007-11-01,734
2007-12-01,739
2008-01-01,746
2008-02-01,747
2008-03-01,754
2008-04-01,755
2008-05-01,764
2008-06-01,768
2008-07-01,770
2008-08-01,780
2008-09-01,784
2008-10-01,781
2008-11-01,776
2008-12-01,770
2009-01-01,760
2009-02-01,748
2009-03-01,727
2009-04-01,710
2009-05-01,694
2009-06-01,686
2009-07-01,678
2009-08-01,669
2009-09-01,667
2009-10-01,661
2009-11-01,664
2009-12-01,663
2010-01-01,666
2010-02-01,674
2010-03-01,681
2010-04-01,687
2010-05-01,696
2010-06-01,702
2010-07-01,709
2010-08-01,716
2010-09-01,722
2010-10-01,732
2010-11-01,736
2010-12-01,734
2011-01-01,737
2011-02-01,738
2011-03-01,754
2011-04-01,767
2011-05-01,777
2011-06-01,788
2011-07-01,799
2011-08-01,805
2011-09-01,812
2011-10-01,820
2011-11-01,825
2011-12-01,831
2012-01-01,841
2012-02-01,846
2012-03-01,849
2012-04-01,850
2012-05-01,855
2012-06-01,852
2012-07-01,851
2012-08-01,852
2012-09-01,847
2012-10-01,837
2012-11-01,844
2012-12-01,849
2013-01-01,853
2013-02-01,858
2013-03-01,860
2013-04-01,857
2013-05-01,861
2013-06-01,864
2013-07-01,863
2013-08-01,867
2013-09-01,868
2013-10-01,868
2013-11-01,868
2013-12-01,866
2014-01-01,871
2014-02-01,875
2014-03-01,879
2014-04-01,886
2014-05-01,888
2014-06-01,893
2014-07-01,897
2014-08-01,899
2014-09-01,904
2014-10-01,899
2014-11-01,899
2014-12-01,895
2015-01-01,888
2015-02-01,875
2015-03-01,860
2015-04-01,844
2015-05-01,823
2015-06-01,817
2015-07-01,807
2015-08-01,794
2015-09-01,780
2015-10-01,770
2015-11-01,755
2015-12-01,746
2016-01-01,732
2016-02-01,710
2016-03-01,691
2016-04-01,678
2016-05-01,667
2016-06-01,657
2016-07-01,652
2016-08-01,647
2016-09-01,645
2016-10-01,644
2016-11-01,647
2016-12-01,647
2017-01-01,647
2017-02-01,656
2017-03-01,660
2017-04-01,669
2017-05-01,674
2017-06-01,677
2017-07-01,680
2017-08-01,683
2017-09-01,685
2017-10-01,686
2017-11-01,691
2017-12-01,694
