date,temp_mean,hdd,cdd,day_count,precip_total,precip_days,extreme_precip_days,snow_total,extreme_heat_days,extreme_cold_days,wind_mean,cloud_cover_mean,temp_anom
2000-01-01,31.95806451612903,1024.3000000000002,0.0,31,2.85,7,0,42.72,0,22,22.67096774193548,62.438709677419354,-1.3320967741935483
2000-02-01,37.03103448275862,811.1000000000001,0.0,29,1.68,9,0,24.61,0,16,19.517241379310345,65.62068965517241,1.696034482758627
2000-03-01,46.438709677419354,575.4,0.0,31,3.29,6,1,0.0,0,3,20.322580645161292,66.83225806451614,4.240483870967736
2000-04-01,50.32666666666667,440.2,0.0,30,3.16,11,1,0.0,0,1,20.44,81.71333333333334,-2.43483333333333
2000-05-01,62.593548387096774,142.29999999999998,67.69999999999999,31,4.32,14,1,0.0,2,0,17.770967741935483,76.62258064516129,0.18838709677419985
2000-06-01,71.55,34.70000000000001,231.20000000000005,30,4.59,10,1,0.0,3,0,15.266666666666667,71.00666666666666,0.04399999999999693
2000-07-01,72.45483870967742,0.0,231.10000000000002,31,6.91,11,3,0.0,0,0,15.425806451612903,73.23870967741935,-4.47370967741935
2000-08-01,72.97741935483872,0.0,247.29999999999995,31,3.95,14,0,0.0,0,0,11.874193548387098,73.24838709677418,-3.0520967741935436
2000-09-01,66.56666666666666,73.4,120.4,30,5.65,12,1,0.0,0,0,12.06,60.28333333333333,-3.177499999999995
2000-10-01,57.45483870967742,247.70000000000005,13.799999999999997,31,0.6799999999999999,6,0,0.0,0,0,11.841935483870968,51.10967741935484,-1.136290322580642
2000-11-01,45.61333333333334,581.5999999999999,0.0,30,3.5100000000000002,7,2,0.0,0,5,13.85,62.15333333333333,-2.768333333333331
2000-12-01,31.5258064516129,1037.6999999999998,0.0,31,3.06,8,0,22.57,0,25,16.31290322580645,61.16451612903226,-7.7304838709677455
2001-01-01,33.62580645161291,972.5999999999999,0.0,31,3.08,9,0,83.66,0,22,13.567741935483872,63.432258064516134,0.33564516129032995
2001-02-01,36.05,810.5999999999999,0.0,28,1.8900000000000001,9,0,9.71,0,14,15.549999999999999,66.68214285714285,0.7150000000000034
2001-03-01,39.26129032258064,797.9,0.0,31,8.19,15,2,9.35,0,10,17.283870967741937,69.7258064516129,-2.9369354838709754
2001-04-01,53.15333333333333,368.29999999999995,12.899999999999991,30,1.5699999999999998,9,0,0.0,0,0,13.313333333333333,61.13,0.3918333333333308
2001-05-01,63.20645161290323,141.00000000000003,85.40000000000003,31,2.09,9,0,0.0,1,0,14.716129032258063,61.00967741935484,0.8012903225806554
2001-06-01,73.15333333333334,5.499999999999993,250.10000000000002,30,5.29,8,3,0.0,1,0,11.506666666666666,58.526666666666664,1.6473333333333358
2001-07-01,73.46774193548387,0.0,262.50000000000006,31,1.98,7,0,0.0,2,0,13.27741935483871,56.66451612903226,-3.4608064516128962
2001-08-01,78.07741935483871,0.0,405.4,31,2.67,9,0,0.0,6,0,11.258064516129032,60.24193548387097,2.0479032258064507
2001-09-01,67.62666666666667,52.900000000000006,131.7,30,5.27,8,1,0.0,0,0,12.360000000000001,50.513333333333335,-2.1174999999999926
2001-10-01,58.88709677419355,217.7,28.19999999999999,31,0.61,5,0,0.0,0,0,12.951612903225806,44.74193548387097,0.2959677419354918
2001-11-01,52.656666666666666,370.70000000000005,0.4000000000000057,30,1.21,5,0,0.0,0,0,13.456666666666667,53.013333333333335,4.274999999999999
2001-12-01,43.91290322580645,653.6999999999999,0.0,31,2.24,9,0,0.0,0,8,13.5,60.9483870967742,4.656612903225806
2002-01-01,40.20322580645161,768.7,0.0,31,2.13,11,0,4.72,0,10,15.367741935483872,69.7709677419355,6.913064516129033
2002-02-01,40.324999999999996,690.9000000000001,0.0,28,0.7100000000000001,7,0,0.0,0,13,17.157142857142855,56.46071428571429,4.990000000000002
2002-03-01,44.00645161290323,650.8000000000002,0.0,31,3.7,11,0,0.0,0,9,16.12258064516129,71.90645161290323,1.8082258064516097
2002-04-01,55.38333333333333,349.79999999999995,61.3,30,3.52,14,1,0.0,3,1,14.513333333333332,62.47,2.621833333333335
2002-05-01,60.39032258064516,185.1,42.199999999999974,31,3.58,8,1,0.0,0,0,14.174193548387096,62.04516129032258,-2.014838709677413
2002-06-01,71.60666666666665,25.5,223.7,30,4.41,9,1,0.0,1,0,13.879999999999999,60.49666666666667,0.10066666666665469
2002-07-01,78.71935483870968,0.0,425.29999999999995,31,1.21,5,0,0.0,10,0,12.429032258064517,52.91612903225807,1.7908064516129087
2002-08-01,77.38064516129033,2.3999999999999986,386.20000000000005,31,4.86,9,1,0.0,11,0,12.525806451612903,55.303225806451614,1.351129032258072
2002-09-01,70.18333333333334,11.399999999999999,166.9,30,5.66,7,2,0.0,1,0,12.386666666666667,55.36333333333334,0.43916666666667936
2002-10-01,55.91290322580645,316.40000000000003,34.7,31,6.0200000000000005,11,3,0.0,0,0,13.470967741935485,66.66129032258064,-2.678225806451607
2002-11-01,46.15333333333333,565.4,0.0,30,4.87,13,1,0.0,0,3,15.04,69.74,-2.228333333333339
2002-12-01,36.02258064516129,898.3,0.0,31,3.73,8,1,27.549999999999997,0,16,16.125806451612906,64.79354838709678,-3.2337096774193554
2003-01-01,27.596774193548388,1159.5,0.0,31,2.06,10,1,2.36,0,27,16.5258064516129,66.09677419354838,-5.693387096774192
2003-02-01,30.07857142857143,977.8,0.0,28,4.28,9,1,149.49,0,20,16.567857142857143,60.528571428571425,-5.256428571428565
2003-03-01,42.23225806451613,705.8,0.0,31,4.760000000000001,10,1,12.86,0,11,14.51290322580645,51.69032258064516,0.0340322580645136
2003-04-01,49.016666666666666,489.8,10.299999999999983,30,3.37,10,0,10.5,0,3,16.53,54.086666666666666,-3.7448333333333323
2003-05-01,58.0516129032258,220.6,5.200000000000003,31,3.71,16,1,0.0,0,0,13.280645161290321,64.79677419354839,-4.353548387096772
2003-06-01,68.41000000000001,50.20000000000001,152.5,30,15.04,16,6,0.0,4,0,12.003333333333334,54.336666666666666,-3.0959999999999894
2003-07-01,76.03225806451613,0.0,341.9999999999999,31,5.2,13,1,0.0,1,0,11.98709677419355,43.329032258064515,-0.89629032258064
2003-08-01,76.58064516129032,0.0,359.0,31,6.5600000000000005,12,1,0.0,1,0,10.829032258064515,47.95161290322581,0.5511290322580606
2003-09-01,68.38000000000001,17.300000000000004,118.7,30,6.09,14,2,0.0,0,0,12.879999999999999,56.26,-1.364166666666648
2003-10-01,55.690322580645166,290.90000000000003,2.299999999999997,31,4.75,11,2,0.0,0,0,12.841935483870968,47.82258064516129,-2.900806451612894
2003-11-01,50.15,450.5,5.0,30,4.07,10,1,0.0,0,1,13.293333333333333,53.56666666666667,1.7683333333333309
2003-12-01,38.099999999999994,833.9000000000002,0.0,31,5.15,9,2,36.43,0,15,16.719354838709677,50.73870967741936,-1.1562903225806522
2004-01-01,25.19677419354839,1233.9,0.0,31,2.17,6,0,66.03,0,26,17.016129032258064,52.26774193548387,-8.09338709677419
2004-02-01,35.01724137931034,869.5000000000001,0.0,29,2.64,4,1,25.6,0,21,14.775862068965518,38.57241379310344,-0.3177586206896521
2004-03-01,42.91290322580645,684.7000000000002,0.0,31,3.12,14,0,18.91,0,8,16.04193548387097,62.400000000000006,0.7146774193548353
2004-04-01,52.80333333333333,367.29999999999995,1.4000000000000057,30,4.44,15,2,0.0,0,1,15.083333333333334,58.04666666666667,0.04183333333332939
2004-05-01,64.23548387096774,94.69999999999999,71.00000000000001,31,5.430000000000001,16,1,0.0,0,0,12.245161290322581,52.8,1.8303225806451664
2004-06-01,71.35333333333332,15.000000000000007,205.59999999999997,30,2.85,6,0,0.0,1,0,12.06,46.85666666666667,-0.1526666666666756
2004-07-01,74.80645161290323,0.0,304.00000000000006,31,8.05,12,3,0.0,0,0,11.848387096774195,52.61290322580645,-2.122096774193537
2004-08-01,74.11290322580645,0.0,282.5,31,3.7,8,1,0.0,0,0,11.154838709677419,51.47741935483871,-1.9166129032258112
2004-09-01,69.27333333333333,15.5,143.69999999999993,30,11.11,9,4,0.0,0,0,12.33,50.38333333333333,-0.47083333333333144
2004-10-01,56.31612903225806,269.9,0.6999999999999886,31,1.1600000000000001,5,0,0.0,0,0,12.541935483870969,52.82258064516129,-2.2749999999999986
2004-11-01,48.6,492.0000000000001,0.0,30,4.23,7,1,0.0,0,2,14.116666666666667,50.776666666666664,0.2183333333333337
2004-12-01,38.6741935483871,816.1000000000001,0.0,31,3.61,10,1,3.9299999999999997,0,13,16.39677419354839,52.461290322580645,-0.5820967741935448
2005-01-01,31.270967741935483,1045.6,0.0,31,4.54,13,0,66.74,0,17,13.893548387096773,54.438709677419354,-2.019193548387097
2005-02-01,36.31428571428571,803.1999999999999,0.0,28,3.38,11,1,33.85,0,18,14.428571428571429,41.096428571428575,0.9792857142857159
2005-03-01,38.65161290322581,816.8,0.0,31,5.2,10,1,26.78,0,12,14.94516129032258,48.89032258064516,-3.5466129032258067
2005-04-01,54.07666666666667,337.6,9.900000000000006,30,5.28,9,1,0.0,0,0,13.543333333333333,41.39,1.31516666666667
2005-05-01,58.016129032258064,221.70000000000002,5.199999999999989,31,1.57,10,0,0.0,0,0,12.248387096774193,48.34516129032258,-4.3890322580645105
2005-06-01,73.25666666666666,14.399999999999999,262.09999999999997,30,3.5500000000000003,11,0,0.0,2,0,10.67,40.083333333333336,1.7506666666666604
