observation_date,CES3000000008
2002-06-01,15.27
2002-07-01,15.3
2002-08-01,15.34
2002-09-01,15.37
2002-10-01,15.46
2002-11-01,15.49
2002-12-01,15.54
2003-01-01,15.58
2003-02-01,15.63
2003-03-01,15.64
2003-04-01,15.63
2003-05-01,15.69
2003-06-01,15.72
2003-07-01,15.76
2003-08-01,15.78
2003-09-01,15.83
2003-10-01,15.83
2003-11-01,15.9
2003-12-01,15.92
2004-01-01,15.95
2004-02-01,15.98
2004-03-01,16.01
2004-04-01,16.06
2004-05-01,16.07
2004-06-01,16.11
2004-07-01,16.12
2004-08-01,16.2
2004-09-01,16.3
2004-10-01,16.27
2004-11-01,16.31
2004-12-01,16.34
2005-01-01,16.38
2005-02-01,16.44
2005-03-01,16.44
2005-04-01,16.46
2005-05-01,16.53
2005-06-01,16.54
2005-07-01,16.57
2005-08-01,16.63
2005-09-01,16.6
2005-10-01,16.69
2005-11-01,16.68
2005-12-01,16.68
2006-01-01,16.69
2006-02-01,16.7
2006-03-01,16.71
2006-04-01,16.74
2006-05-01,16.77
2006-06-01,16.78
2006-07-01,16.78
2006-08-01,16.83
2006-09-01,16.84
2006-10-01,16.91
2006-11-01,16.93
2006-12-01,17.0
2007-01-01,17.01
2007-02-01,17.05
2007-03-01,17.1
2007-04-01,17.2
2007-05-01,17.24
2007-06-01,17.29
2007-07-01,17.29
2007-08-01,17.35
2007-09-01,17.37
2007-10-01,17.37
2007-11-01,17.43
2007-12-01,17.43
2008-01-01,17.5
2008-02-01,17.57
2008-03-01,17.62
2008-04-01,17.63
2008-05-01,17.68
2008-06-01,17.75
2008-07-01,17.8
2008-08-01,17.8
2008-09-01,17.82
2008-10-01,17.9
2008-11-01,17.95
2008-12-01,17.99
2009-01-01,18.01
2009-02-01,18.08
2009-03-01,18.12
2009-04-01,18.16
2009-05-01,18.14
2009-06-01,18.17
2009-07-01,18.29
2009-08-01,18.32
2009-09-01,18.41
2009-10-01,18.38
2009-11-01,18.41
2009-12-01,18.41
2010-01-01,18.43
2010-02-01,18.47
2010-03-01,18.46
2010-04-01,18.5
2010-05-01,18.58
2010-06-01,18.57
2010-07-01,18.64
2010-08-01,18.64
2010-09-01,18.71
2010-10-01,18.72
2010-11-01,18.76
2010-12-01,18.79
2011-01-01,18.89
2011-02-01,18.91
2011-03-01,18.89
2011-04-01,18.9
2011-05-01,18.92
2011-06-01,18.9
2011-07-01,18.93
2011-08-01,18.9
2011-09-01,18.9
2011-10-01,18.97
2011-11-01,18.96
2011-12-01,18.99
2012-01-01,19.02
2012-02-01,19.0
2012-03-01,19.01
2012-04-01,19.09
2012-05-01,19.03
2012-06-01,19.08
2012-07-01,19.09
2012-08-01,19.05
2012-09-01,19.06
2012-10-01,19.09
2012-11-01,19.12
2012-12-01,19.12
2013-01-01,19.15
2013-02-01,19.22
2013-03-01,19.2
2013-04-01,19.23
2013-05-01,19.23
2013-06-01,19.27
2013-07-01,19.26
2013-08-01,19.31
2013-09-01,19.34
2013-10-01,19.35
2013-11-01,19.4
2013-12-01,19.45
2014-01-01,19.45
2014-02-01,19.47
2014-03-01,19.52
2014-04-01,19.48
2014-05-01,19.51
2014-06-01,19.54
2014-07-01,19.58
2014-08-01,19.6
2014-09-01,19.59
2014-10-01,19.64
2014-11-01,19.64
2014-12-01,19.62
2015-01-01,19.63
2015-02-01,19.71
2015-03-01,19.76
2015-04-01,19.79
2015-05-01,19.84
2015-06-01,19.9
2015-07-01,19.94
2015-08-01,19.97
2015-09-01,20.06
2015-10-01,20.05
2015-11-01,20.04
2015-12-01,20.1
2016-01-01,20.15
2016-02-01,20.19
2016-03-01,20.26
2016-04-01,20.38
2016-05-01,20.41
2016-06-01,20.47
2016-07-01,20.49
2016-08-01,20.55
2016-09-01,20.55
2016-10-01,20.58
2016-11-01,20.58
2016-12-01,20.62
2017-01-01,20.62
2017-02-01,20.63
2017-03-01,20.68
2017-04-01,20.75
2017-05-01,20.79
2017-06-01,20.84
2017-07-01,20.92
2017-08-01,20.94
2017-09-01,21.01
2017-10-01,21.07
2017-11-01,21.1
2017-12-01,21.21
