observation_date,CES5000000008
1990-01-01,13.13
1990-02-01,13.21
1990-03-01,13.29
1990-04-01,13.25
1990-05-01,13.3
1990-06-01,13.38
1990-07-01,13.45
1990-08-01,13.48
1990-09-01,13.46
1990-10-01,13.55
1990-11-01,13.62
1990-12-01,13.67
1991-01-01,13.73
1991-02-01,13.71
1991-03-01,13.76
1991-04-01,13.83
1991-05-01,13.93
1991-06-01,13.86
1991-07-01,14.01
1991-08-01,14.0
1991-09-01,13.95
1991-10-01,13.98
1991-11-01,13.97
1991-12-01,13.95
1992-01-01,13.95
1992-02-01,13.99
1992-03-01,14.03
1992-04-01,14.11
1992-05-01,14.17
1992-06-01,14.22
1992-07-01,14.28
1992-08-01,14.36
1992-09-01,14.51
1992-10-01,14.58
1992-11-01,14.6
1992-12-01,14.66
1993-01-01,14.74
1993-02-01,14.73
1993-03-01,14.73
1993-04-01,14.75
1993-05-01,14.79
1993-06-01,14.86
1993-07-01,14.86
1993-08-01,14.91
1993-09-01,14.96
1993-10-01,14.97
1993-11-01,15.03
1993-12-01,15.07
1994-01-01,15.02
1994-02-01,15.25
1994-03-01,15.26
1994-04-01,15.32
1994-05-01,15.3
1994-06-01,15.32
1994-07-01,15.27
1994-08-01,15.33
1994-09-01,15.38
1994-10-01,15.37
1994-11-01,15.5
1994-12-01,15.49
1995-01-01,15.53
1995-02-01,15.58
1995-03-01,15.6
1995-04-01,15.57
1995-05-01,15.61
1995-06-01,15.59
1995-07-01,15.68
1995-08-01,15.64
1995-09-01,15.75
1995-10-01,15.87
1995-11-01,15.83
1995-12-01,15.94
1996-01-01,15.96
1996-02-01,16.02
1996-03-01,16.13
1996-04-01,16.17
1996-05-01,16.24
1996-06-01,16.22
1996-07-01,16.28
1996-08-01,16.38
1996-09-01,16.41
1996-10-01,16.5
1996-11-01,16.59
1996-12-01,16.64
1997-01-01,16.95
1997-02-01,16.8
1997-03-01,16.88
1997-04-01,16.96
1997-05-01,16.96
1997-06-01,17.05
1997-07-01,17.17
1997-08-01,17.32
1997-09-01,17.36
1997-10-01,17.34
1997-11-01,17.3
1997-12-01,17.44
1998-01-01,17.53
1998-02-01,17.45
1998-03-01,17.4
1998-04-01,17.41
1998-05-01,17.5
1998-06-01,17.61
1998-07-01,17.64
1998-08-01,17.77
1998-09-01,17.81
1998-10-01,17.9
1998-11-01,17.85
1998-12-01,18.02
1999-01-01,18.13
1999-02-01,18.21
1999-03-01,18.3
1999-04-01,18.37
1999-05-01,18.32
1999-06-01,18.5
1999-07-01,18.52
1999-08-01,18.42
1999-09-01,18.49
1999-10-01,18.5
1999-11-01,18.53
1999-12-01,18.57
2000-01-01,18.63
2000-02-01,18.77
2000-03-01,18.94
2000-04-01,18.89
2000-05-01,19.03
2000-06-01,19.02
2000-07-01,19.11
2000-08-01,19.11
2000-09-01,19.16
2000-10-01,19.22
2000-11-01,19.42
2000-12-01,19.5
2001-01-01,19.55
2001-02-01,19.75
2001-03-01,19.67
2001-04-01,19.72
2001-05-01,19.76
2001-06-01,19.82
2001-07-01,19.78
2001-08-01,19.87
2001-09-01,19.84
2001-10-01,19.91
2001-11-01,19.98
2001-12-01,19.93
2002-01-01,19.94
2002-02-01,19.96
2002-03-01,20.0
2002-04-01,20.05
2002-05-01,20.08
2002-06-01,20.25
2002-07-01,20.13
2002-08-01,20.05
2002-09-01,20.31
2002-10-01,20.44
2002-11-01,20.52
2002-12-01,20.66
2003-01-01,20.69
2003-02-01,20.72
2003-03-01,20.76
2003-04-01,20.92
2003-05-01,20.98
2003-06-01,20.99
2003-07-01,21.15
2003-08-01,21.18
2003-09-01,21.24
2003-10-01,21.15
2003-11-01,21.11
2003-12-01,21.08
2004-01-01,21.16
2004-02-01,21.21
2004-03-01,21.28
2004-04-01,21.24
2004-05-01,21.31
2004-06-01,21.35
2004-07-01,21.41
2004-08-01,21.47
2004-09-01,21.57
2004-10-01,21.57
2004-11-01,21.64
2004-12-01,21.67
2005-01-01,21.66
2005-02-01,21.62
2005-03-01,21.72
2005-04-01,21.88
2005-05-01,21.79
2005-06-01,21.97
2005-07-01,22.1
2005-08-01,22.14
2005-09-01,22.24
2005-10-01,22.51
2005-11-01,22.43
2005-12-01,22.59
2006-01-01,22.92
2006-02-01,22.85
2006-03-01,22.95
2006-04-01,23.07
2006-05-01,23.12
2006-06-01,23.15
2006-07-01,23.25
2006-08-01,23.36
2006-09-01,23.47
2006-10-01,23.39
2006-11-01,23.55
2006-12-01,23.74
2007-01-01,23.79
2007-02-01,23.84
2007-03-01,23.83
2007-04-01,23.87
2007-05-01,23.86
2007-06-01,23.92
2007-07-01,23.88
2007-08-01,23.96
2007-09-01,24.0
2007-10-01,24.06
2007-11-01,24.17
2007-12-01,24.28
2008-01-01,24.42
2008-02-01,24.52
2008-03-01,24.56
2008-04-01,24.56
2008-05-01,24.69
2008-06-01,24.85
2008-07-01,24.92
2008-08-01,24.97
2008-09-01,24.94
2008-10-01,24.94
2008-11-01,24.97
2008-12-01,24.97
