observation_date,CES4000000008
1990-01-01,9.67
1990-02-01,9.72
1990-03-01,9.75
1990-04-01,9.74
1990-05-01,9.76
1990-06-01,9.82
1990-07-01,9.81
1990-08-01,9.85
1990-09-01,9.88
1990-10-01,9.89
1990-11-01,9.92
1990-12-01,9.95
1991-01-01,9.97
1991-02-01,9.98
1991-03-01,10.01
1991-04-01,10.03
1991-05-01,10.05
1991-06-01,10.06
1991-07-01,10.07
1991-08-01,10.12
1991-09-01,10.12
1991-10-01,10.12
1991-11-01,10.13
1991-12-01,10.16
1992-01-01,10.17
1992-02-01,10.19
1992-03-01,10.2
1992-04-01,10.22
1992-05-01,10.27
1992-06-01,10.28
1992-07-01,10.29
1992-08-01,10.33
1992-09-01,10.34
1992-10-01,10.37
1992-11-01,10.38
1992-12-01,10.38
1993-01-01,10.42
1993-02-01,10.44
1993-03-01,10.5
1993-04-01,10.49
1993-05-01,10.51
1993-06-01,10.53
1993-07-01,10.55
1993-08-01,10.56
1993-09-01,10.56
1993-10-01,10.62
1993-11-01,10.61
1993-12-01,10.64
1994-01-01,10.7
1994-02-01,10.72
1994-03-01,10.72
1994-04-01,10.73
1994-05-01,10.74
1994-06-01,10.77
1994-07-01,10.8
1994-08-01,10.79
1994-09-01,10.82
1994-10-01,10.87
1994-11-01,10.89
1994-12-01,10.92
1995-01-01,10.93
1995-02-01,10.96
1995-03-01,10.98
1995-04-01,10.99
1995-05-01,11.02
1995-06-01,11.06
1995-07-01,11.08
1995-08-01,11.12
1995-09-01,11.17
1995-10-01,11.18
1995-11-01,11.2
1995-12-01,11.24
1996-01-01,11.25
1996-02-01,11.29
1996-03-01,11.34
1996-04-01,11.36
1996-05-01,11.38
1996-06-01,11.46
1996-07-01,11.44
1996-08-01,11.5
1996-09-01,11.51
1996-10-01,11.54
1996-11-01,11.59
1996-12-01,11.6
1997-01-01,11.65
1997-02-01,11.69
1997-03-01,11.73
1997-04-01,11.78
1997-05-01,11.82
1997-06-01,11.83
1997-07-01,11.88
1997-08-01,11.95
1997-09-01,11.97
1997-10-01,12.01
1997-11-01,12.07
1997-12-01,12.08
1998-01-01,12.16
1998-02-01,12.18
1998-03-01,12.22
1998-04-01,12.29
1998-05-01,12.35
1998-06-01,12.35
1998-07-01,12.38
1998-08-01,12.45
1998-09-01,12.49
1998-10-01,12.49
1998-11-01,12.52
1998-12-01,12.54
1999-01-01,12.61
1999-02-01,12.64
1999-03-01,12.66
1999-04-01,12.69
1999-05-01,12.72
1999-06-01,12.76
1999-07-01,12.81
1999-08-01,12.84
1999-09-01,12.9
1999-10-01,12.95
1999-11-01,12.97
1999-12-01,13.02
2000-01-01,13.05
2000-02-01,13.1
2000-03-01,13.13
2000-04-01,13.19
2000-05-01,13.2
2000-06-01,13.27
2000-07-01,13.27
2000-08-01,13.33
2000-09-01,13.38
2000-10-01,13.42
2000-11-01,13.46
2000-12-01,13.53
2001-01-01,13.5
2001-02-01,13.54
2001-03-01,13.6
2001-04-01,13.62
2001-05-01,13.66
2001-06-01,13.69
2001-07-01,13.64
2001-08-01,13.69
2001-09-01,13.73
2001-10-01,13.74
2001-11-01,13.8
2001-12-01,13.82
2002-01-01,13.86
2002-02-01,13.84
2002-03-01,13.91
2002-04-01,13.93
2002-05-01,13.95
2002-06-01,13.97
2002-07-01,13.96
2002-08-01,14.03
2002-09-01,14.07
2002-10-01,14.11
2002-11-01,14.16
2002-12-01,14.16
2003-01-01,14.18
2003-02-01,14.25
2003-03-01,14.23
2003-04-01,14.24
2003-05-01,14.28
2003-06-01,14.3
2003-07-01,14.33
2003-08-01,14.37
2003-09-01,14.35
2003-10-01,14.36
2003-11-01,14.4
2003-12-01,14.39
2004-01-01,14.44
2004-02-01,14.47
2004-03-01,14.45
2004-04-01,14.5
2004-05-01,14.52
2004-06-01,14.57
