observation_date,CES4000000008
2004-07-01,14.56
2004-08-01,14.56
2004-09-01,14.61
2004-10-01,14.64
2004-11-01,14.69
2004-12-01,14.68
2005-01-01,14.77
2005-02-01,14.78
2005-03-01,14.8
2005-04-01,14.84
2005-05-01,14.84
2005-06-01,14.86
2005-07-01,14.96
2005-08-01,14.95
2005-09-01,14.91
2005-10-01,15.0
2005-11-01,15.02
2005-12-01,15.07
2006-01-01,15.11
2006-02-01,15.15
2006-03-01,15.21
2006-04-01,15.29
2006-05-01,15.3
2006-06-01,15.37
2006-07-01,15.44
2006-08-01,15.45
2006-09-01,15.47
2006-10-01,15.49
2006-11-01,15.48
2006-12-01,15.51
2007-01-01,15.53
2007-02-01,15.57
2007-03-01,15.6
2007-04-01,15.63
2007-05-01,15.67
2007-06-01,15.76
2007-07-01,15.79
2007-08-01,15.82
2007-09-01,15.85
2007-10-01,15.89
2007-11-01,15.88
2007-12-01,15.93
2008-01-01,15.93
2008-02-01,15.98
2008-03-01,16.03
2008-04-01,16.05
2008-05-01,16.12
2008-06-01,16.14
2008-07-01,16.16
2008-08-01,16.24
2008-09-01,16.18
2008-10-01,16.2
2008-11-01,16.25
2008-12-01,16.28
2009-01-01,16.28
2009-02-01,16.35
2009-03-01,16.36
2009-04-01,16.35
2009-05-01,16.4
2009-06-01,16.38
2009-07-01,16.39
2009-08-01,16.53
2009-09-01,16.51
2009-10-01,16.52
2009-11-01,16.59
2009-12-01,16.67
2010-01-01,16.69
2010-02-01,16.72
2010-03-01,16.67
2010-04-01,16.72
2010-05-01,16.75
2010-06-01,16.76
2010-07-01,16.73
2010-08-01,16.8
2010-09-01,16.84
2010-10-01,16.93
2010-11-01,16.93
2010-12-01,16.95
2011-01-01,17.02
2011-02-01,17.02
2011-03-01,17.01
2011-04-01,17.05
2011-05-01,17.06
2011-06-01,17.05
2011-07-01,17.14
2011-08-01,17.13
2011-09-01,17.14
2011-10-01,17.22
2011-11-01,17.21
2011-12-01,17.22
2012-01-01,17.23
2012-02-01,17.24
2012-03-01,17.3
2012-04-01,17.35
2012-05-01,17.36
2012-06-01,17.41
2012-07-01,17.44
2012-08-01,17.38
2012-09-01,17.4
2012-10-01,17.4
2012-11-01,17.43
2012-12-01,17.49
2013-01-01,17.5
2013-02-01,17.53
2013-03-01,17.55
2013-04-01,17.56
2013-05-01,17.58
2013-06-01,17.68
2013-07-01,17.69
2013-08-01,17.73
2013-09-01,17.82
2013-10-01,17.83
2013-11-01,17.9
2013-12-01,17.88
2014-01-01,17.95
2014-02-01,18.12
2014-03-01,18.11
2014-04-01,18.17
2014-05-01,18.19
2014-06-01,18.23
2014-07-01,18.21
2014-08-01,18.28
2014-09-01,18.24
2014-10-01,18.3
2014-11-01,18.39
2014-12-01,18.25
2015-01-01,18.43
2015-02-01,18.49
2015-03-01,18.5
2015-04-01,18.51
2015-05-01,18.54
2015-06-01,18.53
2015-07-01,18.61
2015-08-01,18.66
2015-09-01,18.66
2015-10-01,18.75
2015-11-01,18.73
2015-12-01,18.71
2016-01-01,18.81
2016-02-01,18.81
2016-03-01,18.87
2016-04-01,18.89
2016-05-01,18.89
2016-06-01,18.9
2016-07-01,18.94
2016-08-01,18.92
2016-09-01,18.96
2016-10-01,19.06
2016-11-01,19.06
2016-12-01,19.08
2017-01-01,19.13
2017-02-01,19.14
2017-03-01,19.16
2017-04-01,19.19
2017-05-01,19.2
2017-06-01,19.29
2017-07-01,19.32
2017-08-01,19.32
2017-09-01,19.39
2017-10-01,19.37
2017-11-01,19.42
2017-12-01,19.44
